# SignalP-5.0	Organism: euk	Timestamp: 20220617153159
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
H9P43_003259-T1	OTHER	0.018907	0.981093	
H9P43_003260-T1	OTHER	0.002201	0.997799	
H9P43_003261-T1	OTHER	0.047135	0.952865	
H9P43_003262-T1	OTHER	0.000467	0.999533	
H9P43_003263-T1	OTHER	0.007873	0.992127	
H9P43_003264-T1	SP(Sec/SPI)	0.996589	0.003411	CS pos: 26-27. VEA-AP. Pr: 0.9241
H9P43_003265-T1	OTHER	0.000091	0.999909	
H9P43_003266-T1	OTHER	0.000270	0.999730	
H9P43_003267-T1	OTHER	0.000490	0.999510	
H9P43_003268-T1	OTHER	0.001176	0.998824	
H9P43_003269-T1	OTHER	0.000370	0.999630	
H9P43_003270-T1	OTHER	0.000457	0.999543	
H9P43_003271-T1	OTHER	0.090362	0.909638	
H9P43_003272-T1	SP(Sec/SPI)	0.969849	0.030151	CS pos: 29-30. IAA-DA. Pr: 0.4162
H9P43_003273-T1	OTHER	0.000867	0.999133	
H9P43_003274-T1	OTHER	0.001319	0.998681	
H9P43_003275-T1	OTHER	0.000842	0.999158	
H9P43_003276-T1	SP(Sec/SPI)	0.992633	0.007367	CS pos: 21-22. VVA-TP. Pr: 0.4858
H9P43_003277-T1	OTHER	0.002005	0.997995	
H9P43_003278-T1	OTHER	0.005201	0.994799	
H9P43_003279-T1	OTHER	0.003506	0.996494	
H9P43_003280-T1	SP(Sec/SPI)	0.983647	0.016353	CS pos: 39-40. VRA-HG. Pr: 0.4615
H9P43_003281-T1	OTHER	0.000671	0.999329	
H9P43_003282-T1	OTHER	0.007466	0.992534	
H9P43_003283-T1	OTHER	0.000591	0.999409	
H9P43_003284-T1	OTHER	0.000591	0.999409	
H9P43_003285-T1	OTHER	0.007466	0.992534	
H9P43_003286-T1	OTHER	0.000671	0.999329	
H9P43_003287-T1	OTHER	0.000732	0.999268	
H9P43_003288-T1	OTHER	0.002289	0.997711	
H9P43_003289-T1	OTHER	0.001529	0.998471	
H9P43_003290-T1	SP(Sec/SPI)	0.998448	0.001552	CS pos: 26-27. ASA-QT. Pr: 0.5003
H9P43_003291-T1	SP(Sec/SPI)	0.998164	0.001836	CS pos: 21-22. AAA-QT. Pr: 0.6784
H9P43_003292-T1	OTHER	0.001179	0.998821	
H9P43_003293-T1	OTHER	0.001481	0.998519	
H9P43_003294-T1	OTHER	0.007087	0.992913	
H9P43_003295-T1	OTHER	0.002663	0.997337	
H9P43_003296-T1	OTHER	0.002520	0.997480	
H9P43_003297-T1	OTHER	0.002783	0.997217	
H9P43_003298-T1	OTHER	0.006210	0.993790	
H9P43_003299-T1	OTHER	0.000362	0.999638	
H9P43_003300-T1	OTHER	0.000677	0.999323	
H9P43_003301-T1	OTHER	0.007442	0.992558	
H9P43_003302-T1	OTHER	0.004444	0.995556	
H9P43_003303-T1	OTHER	0.000996	0.999004	
H9P43_003304-T1	OTHER	0.004008	0.995992	
H9P43_003305-T1	OTHER	0.000622	0.999378	
H9P43_003306-T1	OTHER	0.001056	0.998944	
H9P43_003307-T1	OTHER	0.003248	0.996752	
H9P43_003308-T1	OTHER	0.000867	0.999133	
H9P43_003309-T1	OTHER	0.002082	0.997918	
H9P43_003310-T1	OTHER	0.000785	0.999215	
H9P43_003311-T1	OTHER	0.001805	0.998195	
H9P43_003312-T1	OTHER	0.000647	0.999353	
H9P43_003313-T1	OTHER	0.002069	0.997931	
H9P43_003314-T1	OTHER	0.001165	0.998835	
H9P43_003315-T1	OTHER	0.036609	0.963391	
H9P43_003316-T1	OTHER	0.001501	0.998499	
H9P43_003317-T1	OTHER	0.004052	0.995948	
H9P43_003318-T1	OTHER	0.008210	0.991790	
H9P43_003319-T1	OTHER	0.000877	0.999123	
H9P43_003320-T1	OTHER	0.000959	0.999041	
H9P43_003321-T1	OTHER	0.001337	0.998663	
H9P43_003322-T1	SP(Sec/SPI)	0.992633	0.007367	CS pos: 21-22. VVA-TP. Pr: 0.4858
H9P43_003323-T1	OTHER	0.000842	0.999158	
H9P43_003324-T1	OTHER	0.004887	0.995113	
H9P43_003325-T1	OTHER	0.091243	0.908757	
H9P43_003326-T1	OTHER	0.000821	0.999179	
H9P43_003327-T1	OTHER	0.011571	0.988429	
H9P43_003328-T1	SP(Sec/SPI)	0.998226	0.001774	CS pos: 22-23. ATA-NA. Pr: 0.3847
H9P43_003329-T1	OTHER	0.000874	0.999126	
H9P43_003330-T1	OTHER	0.001764	0.998236	
H9P43_003331-T1	SP(Sec/SPI)	0.956028	0.043972	CS pos: 32-33. IAA-QN. Pr: 0.5892
H9P43_003332-T1	OTHER	0.001445	0.998555	
H9P43_003333-T1	OTHER	0.001075	0.998925	
H9P43_003334-T1	OTHER	0.001256	0.998744	
H9P43_003335-T1	OTHER	0.000470	0.999530	
H9P43_003336-T1	OTHER	0.008812	0.991188	
H9P43_003337-T1	OTHER	0.076936	0.923064	
H9P43_003338-T1	OTHER	0.003493	0.996507	
H9P43_003339-T1	SP(Sec/SPI)	0.632282	0.367718	CS pos: 34-35. AYS-DR. Pr: 0.2706
H9P43_003340-T1	OTHER	0.000748	0.999252	
# SignalP-5.0	Organism: euk	Timestamp: 20220617153113
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
H9P43_002336-T1	OTHER	0.001831	0.998169	
H9P43_002337-T1	SP(Sec/SPI)	0.996177	0.003823	CS pos: 22-23. AHA-IV. Pr: 0.8373
H9P43_002338-T1	SP(Sec/SPI)	0.986045	0.013955	CS pos: 37-38. AAA-FP. Pr: 0.4340
H9P43_002339-T1	OTHER	0.000261	0.999739	
H9P43_002340-T1	OTHER	0.001148	0.998852	
H9P43_002341-T1	OTHER	0.209829	0.790171	
H9P43_002342-T1	OTHER	0.007209	0.992791	
H9P43_002343-T1	SP(Sec/SPI)	0.995654	0.004346	CS pos: 29-30. AEA-TP. Pr: 0.8578
H9P43_002344-T1	OTHER	0.003387	0.996613	
H9P43_002345-T1	OTHER	0.000812	0.999188	
H9P43_002346-T1	OTHER	0.002914	0.997086	
H9P43_002347-T1	OTHER	0.006279	0.993721	
H9P43_002348-T1	OTHER	0.001499	0.998501	
H9P43_002349-T1	OTHER	0.011748	0.988252	
H9P43_002350-T1	OTHER	0.006220	0.993780	
H9P43_002351-T1	OTHER	0.001324	0.998676	
H9P43_002352-T1	OTHER	0.000755	0.999245	
H9P43_002353-T1	OTHER	0.005590	0.994410	
H9P43_002354-T1	OTHER	0.063992	0.936008	
H9P43_002355-T1	OTHER	0.000466	0.999534	
H9P43_002356-T1	OTHER	0.002111	0.997889	
H9P43_002357-T1	OTHER	0.000446	0.999554	
H9P43_002358-T1	OTHER	0.002620	0.997380	
H9P43_002359-T1	OTHER	0.000266	0.999734	
H9P43_002360-T1	OTHER	0.001222	0.998778	
H9P43_002361-T1	OTHER	0.000693	0.999307	
H9P43_002362-T1	OTHER	0.001264	0.998736	
H9P43_002363-T1	OTHER	0.001174	0.998826	
H9P43_002364-T1	OTHER	0.003439	0.996561	
H9P43_002365-T1	OTHER	0.004104	0.995896	
H9P43_002366-T1	OTHER	0.002579	0.997421	
H9P43_002367-T1	OTHER	0.004331	0.995669	
H9P43_002368-T1	SP(Sec/SPI)	0.988847	0.011153	CS pos: 23-24. VEA-WG. Pr: 0.5054
H9P43_002369-T1	OTHER	0.005808	0.994192	
H9P43_002370-T1	OTHER	0.000620	0.999380	
H9P43_002371-T1	OTHER	0.147946	0.852054	
H9P43_002372-T1	OTHER	0.003875	0.996125	
H9P43_002373-T1	OTHER	0.004095	0.995905	
H9P43_002374-T1	OTHER	0.008375	0.991625	
H9P43_002375-T1	OTHER	0.004657	0.995343	
H9P43_002376-T1	OTHER	0.002033	0.997967	
H9P43_002377-T1	OTHER	0.004209	0.995791	
H9P43_002378-T1	OTHER	0.001746	0.998254	
H9P43_002379-T1	OTHER	0.000697	0.999303	
H9P43_002380-T1	OTHER	0.000949	0.999051	
H9P43_002381-T1	OTHER	0.000858	0.999142	
H9P43_002382-T1	OTHER	0.002444	0.997556	
H9P43_002383-T1	OTHER	0.002019	0.997981	
H9P43_002384-T1	SP(Sec/SPI)	0.924535	0.075465	CS pos: 35-36. VLA-QS. Pr: 0.4959
H9P43_002385-T1	OTHER	0.001856	0.998144	
H9P43_002386-T1	OTHER	0.001622	0.998378	
H9P43_002387-T1	OTHER	0.001541	0.998459	
H9P43_002388-T1	OTHER	0.001231	0.998769	
H9P43_002389-T1	OTHER	0.001888	0.998112	
H9P43_002390-T1	OTHER	0.000640	0.999360	
H9P43_002391-T1	OTHER	0.302976	0.697024	
H9P43_002392-T1	OTHER	0.000354	0.999646	
H9P43_002393-T1	OTHER	0.004620	0.995380	
H9P43_002394-T1	OTHER	0.147946	0.852054	
H9P43_002395-T1	OTHER	0.000620	0.999380	
H9P43_002396-T1	OTHER	0.001103	0.998897	
H9P43_002397-T1	OTHER	0.001449	0.998551	
H9P43_002398-T1	OTHER	0.002491	0.997509	
H9P43_002399-T1	OTHER	0.002597	0.997403	
H9P43_002400-T1	OTHER	0.176124	0.823876	
H9P43_002401-T1	OTHER	0.022208	0.977792	
H9P43_002402-T1	SP(Sec/SPI)	0.982162	0.017838	CS pos: 28-29. AAA-VK. Pr: 0.5946
H9P43_002403-T1	OTHER	0.002638	0.997362	
H9P43_002404-T1	OTHER	0.000906	0.999094	
H9P43_002405-T1	OTHER	0.015398	0.984602	
H9P43_002406-T1	OTHER	0.002575	0.997425	
H9P43_002407-T1	OTHER	0.001427	0.998573	
H9P43_002408-T1	OTHER	0.000519	0.999481	
H9P43_002409-T1	OTHER	0.001862	0.998138	
H9P43_002410-T1	OTHER	0.001228	0.998772	
H9P43_002411-T1	OTHER	0.000822	0.999178	
H9P43_002412-T1	OTHER	0.000566	0.999434	
H9P43_002413-T1	OTHER	0.000495	0.999505	
H9P43_002414-T1	OTHER	0.005371	0.994629	
H9P43_002415-T1	OTHER	0.000969	0.999031	
H9P43_002416-T1	OTHER	0.001779	0.998221	
H9P43_002417-T1	OTHER	0.001705	0.998295	
H9P43_002418-T1	OTHER	0.001047	0.998953	
H9P43_002419-T1	OTHER	0.001107	0.998893	
H9P43_002420-T1	OTHER	0.004073	0.995927	
H9P43_002421-T1	OTHER	0.007299	0.992701	
H9P43_002422-T1	OTHER	0.000702	0.999298	
H9P43_002423-T1	OTHER	0.004760	0.995240	
H9P43_002424-T1	OTHER	0.000770	0.999230	
H9P43_002425-T1	OTHER	0.001380	0.998620	
H9P43_002426-T1	OTHER	0.001371	0.998629	
H9P43_002427-T1	OTHER	0.005950	0.994050	
H9P43_002428-T1	OTHER	0.001130	0.998870	
H9P43_002429-T1	OTHER	0.002627	0.997373	
H9P43_002430-T1	OTHER	0.001357	0.998643	
H9P43_002431-T1	OTHER	0.001087	0.998913	
H9P43_002432-T1	OTHER	0.000852	0.999148	
H9P43_002433-T1	OTHER	0.000886	0.999114	
H9P43_002434-T1	OTHER	0.002665	0.997335	
H9P43_002435-T1	OTHER	0.000971	0.999029	
H9P43_002436-T1	OTHER	0.002537	0.997463	
H9P43_002437-T1	SP(Sec/SPI)	0.906551	0.093449	CS pos: 34-35. VHA-TA. Pr: 0.7086
H9P43_002438-T1	OTHER	0.054053	0.945947	
H9P43_002439-T1	SP(Sec/SPI)	0.957365	0.042635	CS pos: 21-22. ALT-AP. Pr: 0.3794
H9P43_002440-T1	OTHER	0.001067	0.998933	
H9P43_002441-T1	OTHER	0.001010	0.998990	
H9P43_002442-T1	OTHER	0.000826	0.999174	
H9P43_002443-T1	OTHER	0.000863	0.999137	
H9P43_002444-T1	OTHER	0.009132	0.990868	
H9P43_002445-T1	OTHER	0.001838	0.998162	
H9P43_002446-T1	OTHER	0.000378	0.999622	
H9P43_002447-T1	OTHER	0.001766	0.998234	
H9P43_002448-T1	SP(Sec/SPI)	0.993440	0.006560	CS pos: 27-28. AAA-QI. Pr: 0.6699
H9P43_002449-T1	OTHER	0.003414	0.996586	
H9P43_002450-T1	OTHER	0.002086	0.997914	
H9P43_002451-T1	OTHER	0.000859	0.999141	
H9P43_002452-T1	OTHER	0.002851	0.997149	
H9P43_002453-T1	OTHER	0.000417	0.999583	
H9P43_002454-T1	OTHER	0.001780	0.998220	
H9P43_002455-T1	OTHER	0.002236	0.997764	
H9P43_002456-T1	OTHER	0.000708	0.999292	
H9P43_002457-T1	OTHER	0.017552	0.982448	
H9P43_002458-T1	OTHER	0.000691	0.999309	
H9P43_002459-T1	OTHER	0.001212	0.998788	
H9P43_002460-T1	OTHER	0.001895	0.998105	
H9P43_002461-T1	OTHER	0.001307	0.998693	
H9P43_002462-T1	OTHER	0.036613	0.963387	
H9P43_002463-T1	OTHER	0.000305	0.999695	
H9P43_002464-T1	OTHER	0.004448	0.995552	
H9P43_002465-T1	OTHER	0.001342	0.998658	
H9P43_002466-T1	OTHER	0.000675	0.999325	
H9P43_002467-T1	OTHER	0.139987	0.860013	
H9P43_002468-T1	OTHER	0.006293	0.993707	
H9P43_002469-T1	OTHER	0.006328	0.993672	
H9P43_002470-T1	OTHER	0.010650	0.989350	
H9P43_002471-T1	OTHER	0.001317	0.998683	
H9P43_002472-T1	OTHER	0.000518	0.999482	
H9P43_002473-T1	OTHER	0.004394	0.995606	
H9P43_002474-T1	OTHER	0.004391	0.995609	
H9P43_002475-T1	OTHER	0.000440	0.999560	
H9P43_002476-T1	OTHER	0.011513	0.988487	
H9P43_002477-T1	SP(Sec/SPI)	0.996710	0.003290	CS pos: 21-22. VLA-EP. Pr: 0.8312
H9P43_002478-T1	OTHER	0.054507	0.945493	
H9P43_002479-T1	OTHER	0.041244	0.958756	
H9P43_002480-T1	OTHER	0.011638	0.988362	
H9P43_002481-T1	OTHER	0.001026	0.998974	
H9P43_002482-T1	OTHER	0.253101	0.746899	
H9P43_002483-T1	OTHER	0.015927	0.984073	
H9P43_002484-T1	SP(Sec/SPI)	0.998434	0.001566	CS pos: 20-21. TTA-AE. Pr: 0.4238
H9P43_002485-T1	SP(Sec/SPI)	0.999316	0.000684	CS pos: 20-21. ATA-SV. Pr: 0.6690
H9P43_002486-T1	SP(Sec/SPI)	0.875051	0.124949	CS pos: 39-40. VAA-AG. Pr: 0.3324
H9P43_002487-T1	OTHER	0.000876	0.999124	
H9P43_002488-T1	SP(Sec/SPI)	0.790178	0.209822	CS pos: 31-32. KRA-GP. Pr: 0.2085
H9P43_002489-T1	OTHER	0.000301	0.999699	
H9P43_002490-T1	OTHER	0.002319	0.997681	
H9P43_002491-T1	SP(Sec/SPI)	0.997610	0.002390	CS pos: 24-25. AHG-SP. Pr: 0.8660
H9P43_002492-T1	OTHER	0.000448	0.999552	
H9P43_002493-T1	OTHER	0.000432	0.999568	
H9P43_002494-T1	OTHER	0.024648	0.975352	
H9P43_002495-T1	OTHER	0.001619	0.998381	
H9P43_002496-T1	OTHER	0.000813	0.999187	
H9P43_002497-T1	OTHER	0.001553	0.998447	
H9P43_002498-T1	OTHER	0.001440	0.998560	
H9P43_002499-T1	OTHER	0.001499	0.998501	
H9P43_002500-T1	OTHER	0.001673	0.998327	
H9P43_002501-T1	SP(Sec/SPI)	0.728910	0.271090	CS pos: 24-25. CSA-NN. Pr: 0.6122
H9P43_002502-T1	OTHER	0.022713	0.977287	
H9P43_002503-T1	OTHER	0.001743	0.998257	
H9P43_002504-T1	OTHER	0.001143	0.998857	
H9P43_002505-T1	SP(Sec/SPI)	0.799079	0.200921	CS pos: 40-41. ASA-VR. Pr: 0.7112
H9P43_002506-T1	OTHER	0.341679	0.658321	
H9P43_002507-T1	OTHER	0.410378	0.589622	
H9P43_002508-T1	OTHER	0.000589	0.999411	
H9P43_002509-T1	OTHER	0.003231	0.996769	
H9P43_002510-T1	OTHER	0.001200	0.998800	
H9P43_002511-T1	OTHER	0.009653	0.990347	
H9P43_002512-T1	OTHER	0.000107	0.999893	
H9P43_002513-T1	SP(Sec/SPI)	0.517148	0.482852	CS pos: 42-43. VLA-AP. Pr: 0.2747
H9P43_002514-T1	OTHER	0.007195	0.992805	
H9P43_002515-T1	OTHER	0.000709	0.999291	
H9P43_002516-T1	OTHER	0.000391	0.999609	
H9P43_002517-T1	OTHER	0.000504	0.999496	
H9P43_002518-T1	OTHER	0.001008	0.998992	
H9P43_002519-T1	OTHER	0.014838	0.985162	
H9P43_002520-T1	OTHER	0.004263	0.995737	
H9P43_002521-T1	OTHER	0.008866	0.991134	
H9P43_002522-T1	OTHER	0.003469	0.996531	
H9P43_002523-T1	OTHER	0.001673	0.998327	
H9P43_002524-T1	OTHER	0.034589	0.965411	
H9P43_002525-T1	OTHER	0.004245	0.995755	
H9P43_002526-T1	OTHER	0.007934	0.992066	
H9P43_002527-T1	OTHER	0.030316	0.969684	
H9P43_002528-T1	OTHER	0.001475	0.998525	
H9P43_002529-T1	OTHER	0.001583	0.998417	
H9P43_002530-T1	OTHER	0.001411	0.998589	
H9P43_002531-T1	OTHER	0.000399	0.999601	
H9P43_002532-T1	OTHER	0.079480	0.920520	
H9P43_002533-T1	OTHER	0.003196	0.996804	
H9P43_002534-T1	OTHER	0.005707	0.994293	
H9P43_002535-T1	OTHER	0.015162	0.984838	
H9P43_002536-T1	OTHER	0.004528	0.995472	
H9P43_002537-T1	SP(Sec/SPI)	0.850234	0.149766	CS pos: 29-30. VEK-AR. Pr: 0.2012
H9P43_002538-T1	OTHER	0.004309	0.995691	
H9P43_002539-T1	OTHER	0.001400	0.998600	
H9P43_002540-T1	OTHER	0.004295	0.995705	
H9P43_002541-T1	OTHER	0.000490	0.999510	
H9P43_002542-T1	OTHER	0.001226	0.998774	
H9P43_002543-T1	OTHER	0.000922	0.999078	
H9P43_002544-T1	OTHER	0.001696	0.998304	
H9P43_002545-T1	OTHER	0.001802	0.998198	
H9P43_002546-T1	OTHER	0.003599	0.996401	
H9P43_002547-T1	OTHER	0.002739	0.997261	
H9P43_002548-T1	OTHER	0.002447	0.997553	
H9P43_002549-T1	OTHER	0.000985	0.999015	
H9P43_002550-T1	OTHER	0.000523	0.999477	
H9P43_002551-T1	OTHER	0.039764	0.960236	
H9P43_002552-T1	OTHER	0.001576	0.998424	
H9P43_002553-T1	OTHER	0.000588	0.999412	
H9P43_002554-T1	OTHER	0.000487	0.999513	
H9P43_002555-T1	OTHER	0.011270	0.988730	
H9P43_002556-T1	OTHER	0.024929	0.975071	
H9P43_002557-T1	OTHER	0.012949	0.987051	
H9P43_002558-T1	OTHER	0.083697	0.916303	
H9P43_002559-T1	OTHER	0.002174	0.997826	
H9P43_002560-T1	OTHER	0.000105	0.999895	
H9P43_002561-T1	OTHER	0.000544	0.999456	
H9P43_002562-T1	OTHER	0.003050	0.996950	
H9P43_002563-T1	OTHER	0.004722	0.995278	
H9P43_002564-T1	OTHER	0.001281	0.998719	
H9P43_002565-T1	OTHER	0.000269	0.999731	
H9P43_002566-T1	OTHER	0.000997	0.999003	
H9P43_002567-T1	OTHER	0.000845	0.999155	
H9P43_002568-T1	OTHER	0.001384	0.998616	
H9P43_002569-T1	SP(Sec/SPI)	0.994031	0.005969	CS pos: 24-25. VHA-VP. Pr: 0.9205
H9P43_002570-T1	OTHER	0.004670	0.995330	
H9P43_002571-T1	OTHER	0.005359	0.994641	
H9P43_002572-T1	OTHER	0.000508	0.999492	
H9P43_002573-T1	OTHER	0.000638	0.999362	
H9P43_002574-T1	OTHER	0.002084	0.997916	
H9P43_002575-T1	OTHER	0.030571	0.969429	
H9P43_002576-T1	OTHER	0.004526	0.995474	
H9P43_002577-T1	OTHER	0.004702	0.995298	
H9P43_002578-T1	OTHER	0.083697	0.916303	
H9P43_002579-T1	OTHER	0.007947	0.992053	
H9P43_002580-T1	OTHER	0.000366	0.999634	
H9P43_002581-T1	OTHER	0.010235	0.989765	
H9P43_002582-T1	OTHER	0.017640	0.982360	
H9P43_002583-T1	OTHER	0.001668	0.998332	
H9P43_002584-T1	OTHER	0.002383	0.997617	
H9P43_002585-T1	OTHER	0.008064	0.991936	
H9P43_002586-T1	OTHER	0.001383	0.998617	
# SignalP-5.0	Organism: euk	Timestamp: 20220617153141
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
H9P43_004606-T1	OTHER	0.002762	0.997238	
H9P43_004607-T1	OTHER	0.003724	0.996276	
H9P43_004608-T1	OTHER	0.001956	0.998044	
H9P43_004609-T1	OTHER	0.009231	0.990769	
H9P43_004610-T1	OTHER	0.002615	0.997385	
H9P43_004611-T1	OTHER	0.004549	0.995451	
H9P43_004612-T1	OTHER	0.001432	0.998568	
H9P43_004613-T1	OTHER	0.005948	0.994052	
H9P43_004614-T1	OTHER	0.001880	0.998120	
H9P43_004615-T1	OTHER	0.001129	0.998871	
H9P43_004616-T1	OTHER	0.001495	0.998505	
H9P43_004617-T1	OTHER	0.000410	0.999590	
H9P43_004618-T1	OTHER	0.000795	0.999205	
H9P43_004619-T1	OTHER	0.000509	0.999491	
H9P43_004620-T1	OTHER	0.000535	0.999465	
H9P43_004621-T1	OTHER	0.001454	0.998546	
H9P43_004622-T1	OTHER	0.005149	0.994851	
H9P43_004623-T1	OTHER	0.031236	0.968764	
H9P43_004624-T1	OTHER	0.000890	0.999110	
H9P43_004625-T1	OTHER	0.000772	0.999228	
H9P43_004626-T1	OTHER	0.364442	0.635558	
H9P43_004627-T1	OTHER	0.000736	0.999264	
H9P43_004628-T1	OTHER	0.001350	0.998650	
H9P43_004629-T1	OTHER	0.003652	0.996348	
H9P43_004630-T1	OTHER	0.001188	0.998812	
H9P43_004631-T1	OTHER	0.001999	0.998001	
H9P43_004632-T1	OTHER	0.048532	0.951468	
H9P43_004633-T1	OTHER	0.003006	0.996994	
H9P43_004634-T1	OTHER	0.011351	0.988649	
H9P43_004635-T1	OTHER	0.023733	0.976267	
H9P43_004636-T1	OTHER	0.000946	0.999054	
H9P43_004637-T1	OTHER	0.000574	0.999426	
H9P43_004638-T1	OTHER	0.050615	0.949385	
H9P43_004639-T1	OTHER	0.001476	0.998524	
H9P43_004640-T1	OTHER	0.012632	0.987368	
H9P43_004641-T1	SP(Sec/SPI)	0.992546	0.007454	CS pos: 20-21. ATA-AP. Pr: 0.5884
H9P43_004642-T1	SP(Sec/SPI)	0.997223	0.002777	CS pos: 20-21. ASA-AP. Pr: 0.8448
H9P43_004643-T1	OTHER	0.001493	0.998507	
H9P43_004644-T1	OTHER	0.004908	0.995092	
H9P43_004645-T1	OTHER	0.004148	0.995852	
H9P43_004646-T1	OTHER	0.001268	0.998732	
H9P43_004647-T1	OTHER	0.012767	0.987233	
H9P43_004648-T1	OTHER	0.000652	0.999348	
H9P43_004649-T1	OTHER	0.008736	0.991264	
H9P43_004650-T1	OTHER	0.003774	0.996226	
H9P43_004651-T1	OTHER	0.006817	0.993183	
H9P43_004652-T1	OTHER	0.001835	0.998165	
H9P43_004653-T1	OTHER	0.029692	0.970308	
H9P43_004654-T1	OTHER	0.089453	0.910547	
H9P43_004655-T1	OTHER	0.001118	0.998882	
H9P43_004656-T1	OTHER	0.000954	0.999046	
H9P43_004657-T1	OTHER	0.003359	0.996641	
H9P43_004658-T1	OTHER	0.004787	0.995213	
H9P43_004659-T1	OTHER	0.038643	0.961357	
H9P43_004660-T1	OTHER	0.002147	0.997853	
H9P43_004661-T1	OTHER	0.000625	0.999375	
H9P43_004662-T1	OTHER	0.000625	0.999375	
H9P43_004663-T1	OTHER	0.001165	0.998835	
H9P43_004664-T1	OTHER	0.003929	0.996071	
H9P43_004665-T1	OTHER	0.000731	0.999269	
H9P43_004666-T1	OTHER	0.000511	0.999489	
H9P43_004667-T1	OTHER	0.002554	0.997446	
H9P43_004668-T1	OTHER	0.000487	0.999513	
H9P43_004669-T1	OTHER	0.005515	0.994485	
H9P43_004670-T1	OTHER	0.006078	0.993922	
H9P43_004671-T1	OTHER	0.004703	0.995297	
H9P43_004672-T1	SP(Sec/SPI)	0.772120	0.227880	CS pos: 41-42. VNA-AV. Pr: 0.5973
H9P43_004673-T1	OTHER	0.005512	0.994488	
H9P43_004674-T1	OTHER	0.143397	0.856603	
H9P43_004675-T1	OTHER	0.001753	0.998247	
H9P43_004676-T1	OTHER	0.000206	0.999794	
H9P43_004677-T1	OTHER	0.001500	0.998500	
H9P43_004678-T1	OTHER	0.001477	0.998523	
H9P43_004679-T1	OTHER	0.004823	0.995177	
H9P43_004680-T1	OTHER	0.000635	0.999365	
H9P43_004681-T1	SP(Sec/SPI)	0.980693	0.019307	CS pos: 32-33. AHA-QS. Pr: 0.9045
H9P43_004682-T1	SP(Sec/SPI)	0.980229	0.019771	CS pos: 35-36. VTA-QD. Pr: 0.5464
H9P43_004683-T1	OTHER	0.015486	0.984514	
H9P43_004684-T1	OTHER	0.003947	0.996053	
H9P43_004685-T1	OTHER	0.001026	0.998974	
H9P43_004686-T1	OTHER	0.001443	0.998557	
H9P43_004687-T1	SP(Sec/SPI)	0.847691	0.152309	CS pos: 31-32. ARA-AE. Pr: 0.7137
H9P43_004688-T1	OTHER	0.369175	0.630825	
H9P43_004689-T1	OTHER	0.011764	0.988236	
H9P43_004690-T1	OTHER	0.000772	0.999228	
H9P43_004691-T1	OTHER	0.000603	0.999397	
H9P43_004692-T1	OTHER	0.004540	0.995460	
H9P43_004693-T1	OTHER	0.001758	0.998242	
H9P43_004694-T1	OTHER	0.000596	0.999404	
H9P43_004695-T1	OTHER	0.110669	0.889331	
H9P43_004696-T1	OTHER	0.105415	0.894585	
H9P43_004697-T1	OTHER	0.002043	0.997957	
H9P43_004698-T1	SP(Sec/SPI)	0.842571	0.157429	CS pos: 37-38. ALA-AT. Pr: 0.5967
H9P43_004699-T1	OTHER	0.285393	0.714607	
H9P43_004700-T1	OTHER	0.008199	0.991801	
H9P43_004701-T1	OTHER	0.000438	0.999562	
H9P43_004702-T1	OTHER	0.000404	0.999596	
H9P43_004703-T1	OTHER	0.001301	0.998699	
H9P43_004704-T1	OTHER	0.305587	0.694413	
H9P43_004705-T1	SP(Sec/SPI)	0.826288	0.173712	CS pos: 30-31. ADA-NT. Pr: 0.5148
H9P43_004706-T1	OTHER	0.004930	0.995070	
H9P43_004707-T1	OTHER	0.000370	0.999630	
H9P43_004708-T1	OTHER	0.000573	0.999427	
H9P43_004709-T1	OTHER	0.002199	0.997801	
H9P43_004710-T1	OTHER	0.002312	0.997688	
H9P43_004711-T1	OTHER	0.004135	0.995865	
H9P43_004712-T1	OTHER	0.000720	0.999280	
H9P43_004713-T1	OTHER	0.005320	0.994680	
H9P43_004714-T1	OTHER	0.001213	0.998787	
H9P43_004715-T1	OTHER	0.004879	0.995121	
H9P43_004716-T1	OTHER	0.002108	0.997892	
H9P43_004717-T1	OTHER	0.004856	0.995144	
H9P43_004718-T1	OTHER	0.002053	0.997947	
H9P43_004719-T1	OTHER	0.001242	0.998758	
H9P43_004720-T1	OTHER	0.001787	0.998213	
H9P43_004721-T1	OTHER	0.000265	0.999735	
H9P43_004722-T1	OTHER	0.002554	0.997446	
H9P43_004723-T1	OTHER	0.003448	0.996552	
H9P43_004724-T1	OTHER	0.020265	0.979735	
H9P43_004725-T1	OTHER	0.002994	0.997006	
H9P43_004726-T1	OTHER	0.001220	0.998780	
H9P43_004727-T1	SP(Sec/SPI)	0.990447	0.009553	CS pos: 24-25. ADA-LF. Pr: 0.6665
H9P43_004728-T1	OTHER	0.000903	0.999097	
H9P43_004729-T1	OTHER	0.014309	0.985691	
H9P43_004731-T1	OTHER	0.002229	0.997771	
H9P43_004732-T1	OTHER	0.002084	0.997916	
H9P43_004733-T1	OTHER	0.001190	0.998810	
H9P43_004734-T1	OTHER	0.002340	0.997660	
H9P43_004735-T1	OTHER	0.004209	0.995791	
H9P43_004736-T1	OTHER	0.007595	0.992405	
H9P43_004737-T1	OTHER	0.003221	0.996779	
