Orthogroup	Allma1_GeneCatalog_proteins_20131203.aa	Blabri1_GeneCatalog_proteins_20160901.aa	Blastocladiella_emersonii_ATCC_22665.proteins	Catan2_GeneCatalog_proteins_20160412.aa	Chytriomyces_confervae_GCA_006535975_ASM653597v1_protein	Parsed1_GeneCatalog_proteins_20170905.aa	Rhihy1_GeneCatalog_proteins_20151219.aa	Total
OG0000593	4	1	1	1	2	1	4	14
OG0000594	4	1	1	1	1	3	3	14
OG0000595	4	1	1	2	2	2	2	14
OG0000596	7	1	1	1	1	1	2	14
OG0000597	4	2	2	2	0	4	0	14
OG0000598	7	1	1	1	2	1	1	14
OG0000599	4	0	3	3	2	0	2	14
OG0000600	4	2	2	3	1	1	1	14
OG0000601	4	2	2	3	1	0	2	14
OG0000602	3	2	2	2	2	2	1	14
OG0000603	7	2	3	2	0	0	0	14
OG0000604	5	1	1	1	3	1	2	14
OG0000605	3	4	1	5	0	1	0	14
OG0000606	6	1	1	1	1	1	3	14
OG0000607	4	1	1	1	1	1	5	14
OG0000608	2	2	1	2	0	7	0	14
OG0000609	3	4	2	2	0	3	0	14
OG0000610	4	2	2	3	0	3	0	14
OG0000611	4	1	2	1	3	0	3	14
OG0000612	2	2	1	2	0	3	4	14
OG0000613	4	2	1	2	1	1	3	14
OG0000614	14	0	0	0	0	0	0	14
OG0000615	6	2	2	1	1	1	1	14
OG0000616	4	1	1	1	2	1	4	14
OG0000617	5	2	2	1	1	1	2	14
OG0000618	13	0	1	0	0	0	0	14
OG0000619	6	1	1	1	2	1	2	14
OG0000620	4	2	1	1	2	2	2	14
OG0000621	5	1	0	1	2	1	4	14
OG0000622	4	1	1	1	3	2	2	14
OG0000623	4	2	2	2	1	1	2	14
OG0000624	4	3	2	1	1	2	1	14
OG0000625	10	1	1	1	0	1	0	14
OG0000626	5	1	4	1	1	1	1	14
OG0000627	4	1	1	2	1	0	5	14
OG0000628	2	3	4	3	0	2	0	14
OG0000629	8	2	0	3	0	0	1	14
OG0000630	3	2	2	2	1	3	1	14
OG0000631	2	2	2	3	1	2	2	14
OG0000632	3	1	1	1	3	2	3	14
OG0000633	2	1	1	2	4	1	3	14
OG0000634	1	1	1	1	6	2	2	14
OG0000635	2	1	1	1	1	2	6	14
OG0000636	2	1	1	5	2	1	2	14
OG0000637	4	3	2	3	0	1	1	14
OG0000638	4	2	2	2	1	2	1	14
OG0000639	2	1	1	3	1	3	3	14
OG0000640	2	2	2	1	4	1	2	14
OG0000641	5	2	1	2	1	2	1	14
OG0000642	2	1	1	1	1	2	6	14
OG0000643	7	1	1	2	0	2	1	14
OG0000644	2	1	2	1	1	1	6	14
OG0000645	3	1	2	3	3	1	1	14
OG0000646	1	1	1	1	4	1	5	14
OG0000647	4	1	1	1	3	1	3	14
OG0000648	2	1	6	1	1	1	2	14
OG0000649	2	1	2	1	1	1	6	14
OG0000650	4	1	1	1	3	1	3	14
OG0000651	2	1	1	4	3	1	2	14
OG0000652	4	3	3	2	0	2	0	14
OG0000653	0	5	7	2	0	0	0	14
OG0000654	0	14	0	0	0	0	0	14
OG0000655	0	8	2	4	0	0	0	14
OG0000656	0	1	0	13	0	0	0	14
OG0000657	0	0	14	0	0	0	0	14
OG0000658	0	0	11	3	0	0	0	14
OG0000659	0	0	14	0	0	0	0	14
OG0000660	0	0	14	0	0	0	0	14
OG0000661	0	0	3	6	0	5	0	14
OG0000662	0	0	14	0	0	0	0	14
OG0000663	0	0	2	12	0	0	0	14
OG0000664	0	0	0	14	0	0	0	14
OG0000665	0	0	0	0	12	0	2	14
OG0000666	0	0	0	0	3	0	11	14
OG0000667	0	0	0	0	0	14	0	14
OG0000668	0	0	0	0	0	14	0	14
OG0000669	0	0	0	0	0	14	0	14
OG0000670	0	0	0	0	0	0	14	14
OG0000671	0	0	0	0	0	0	14	14
OG0000672	0	0	0	0	0	0	14	14
OG0000673	0	0	0	0	0	0	14	14
OG0000674	0	0	0	0	0	0	14	14
OG0000675	0	0	0	0	0	0	14	14
OG0000676	0	0	0	0	0	0	14	14
OG0000677	0	0	0	0	0	0	14	14
OG0000678	0	0	0	0	0	0	14	14
OG0000679	4	1	5	1	1	1	0	13
OG0000680	3	1	2	2	1	2	2	13
OG0000681	4	1	1	2	3	1	1	13
OG0000682	3	1	1	1	2	1	4	13
OG0000683	4	3	1	2	1	1	1	13
OG0000684	2	1	1	4	1	1	3	13
OG0000685	5	2	4	2	0	0	0	13
OG0000686	2	1	1	1	1	3	4	13
OG0000687	3	2	2	1	2	2	1	13
OG0000688	8	0	1	0	0	4	0	13
OG0000689	6	2	2	2	0	1	0	13
OG0000690	2	1	1	2	2	1	4	13
OG0000691	3	1	1	2	2	1	3	13
OG0000692	2	2	2	2	1	2	2	13
OG0000693	2	1	1	1	1	1	6	13
OG0000694	2	2	5	1	1	1	1	13
OG0000695	2	1	1	1	2	1	5	13
OG0000696	3	1	1	1	4	1	2	13
OG0000697	5	2	1	1	1	1	2	13
OG0000698	2	1	6	1	1	1	1	13
OG0000699	4	2	1	2	3	0	1	13
OG0000700	4	1	1	1	2	1	3	13
OG0000701	7	1	1	1	2	1	0	13
OG0000702	13	0	0	0	0	0	0	13
OG0000703	6	2	2	2	0	0	1	13
OG0000704	5	1	1	1	2	2	1	13
OG0000705	5	2	1	2	1	1	1	13
OG0000706	5	1	1	1	2	1	2	13
OG0000707	5	3	2	1	0	2	0	13
OG0000708	5	2	2	1	1	1	1	13
OG0000709	3	3	1	5	0	1	0	13
OG0000710	13	0	0	0	0	0	0	13
OG0000711	2	4	1	1	1	1	3	13
OG0000712	6	2	2	2	0	1	0	13
OG0000713	5	1	1	1	1	1	3	13
OG0000714	5	1	1	1	3	0	2	13
OG0000715	4	1	1	1	4	1	1	13
OG0000716	5	1	1	1	1	2	2	13
OG0000717	2	2	2	2	2	1	2	13
OG0000718	4	1	1	2	3	1	1	13
OG0000719	4	2	3	1	2	0	1	13
OG0000720	2	1	1	1	3	1	4	13
OG0000721	3	1	1	3	1	3	1	13
OG0000722	7	1	1	1	1	1	1	13
OG0000723	2	1	1	1	2	0	6	13
OG0000724	6	1	1	3	0	1	1	13
OG0000725	7	2	2	1	0	1	0	13
OG0000726	5	1	1	1	3	1	1	13
OG0000727	4	1	1	1	2	1	3	13
OG0000728	4	2	2	2	1	1	1	13
OG0000729	4	1	1	1	2	1	3	13
OG0000730	2	2	2	2	1	2	2	13
OG0000731	2	1	1	2	4	1	2	13
OG0000732	5	1	1	1	2	1	2	13
OG0000733	5	1	2	1	2	1	1	13
OG0000734	3	1	1	2	3	1	2	13
OG0000735	3	1	1	1	1	1	5	13
OG0000736	4	3	1	2	1	1	1	13
OG0000737	2	1	1	1	4	1	3	13
OG0000738	2	1	1	2	4	1	2	13
OG0000739	2	1	1	2	2	1	4	13
OG0000740	3	1	1	4	2	1	1	13
OG0000741	5	0	3	5	0	0	0	13
OG0000742	3	1	1	2	2	1	3	13
OG0000743	2	1	1	1	2	1	5	13
OG0000744	2	3	3	2	0	3	0	13
OG0000745	2	1	1	2	2	1	4	13
OG0000746	5	1	1	1	2	1	2	13
OG0000747	3	1	4	1	1	2	1	13
OG0000748	2	1	3	3	1	1	2	13
OG0000749	4	2	1	1	2	2	1	13
OG0000750	13	0	0	0	0	0	0	13
OG0000751	5	1	1	1	2	1	2	13
OG0000752	2	1	0	1	4	2	3	13
OG0000753	3	1	1	1	3	2	2	13
OG0000754	3	1	1	1	1	1	5	13
OG0000755	4	1	1	1	2	1	3	13
OG0000756	2	2	4	1	1	1	2	13
OG0000757	4	2	3	3	0	1	0	13
OG0000758	6	1	1	1	2	1	1	13
OG0000759	6	1	1	1	1	1	2	13
OG0000760	2	2	1	2	3	1	2	13
OG0000761	2	2	1	2	1	1	4	13
OG0000762	2	1	2	1	1	1	5	13
OG0000763	5	1	1	1	1	2	2	13
OG0000764	2	1	0	1	6	1	2	13
OG0000765	4	2	2	3	0	2	0	13
OG0000766	2	1	2	1	1	2	4	13
OG0000767	2	1	1	1	4	1	3	13
OG0000768	4	1	1	1	2	1	3	13
OG0000769	3	2	1	2	1	2	2	13
OG0000770	6	2	2	3	0	0	0	13
OG0000771	3	1	1	1	1	3	3	13
OG0000772	2	1	1	1	1	2	5	13
OG0000773	3	2	2	6	0	0	0	13
OG0000774	3	1	1	2	1	2	3	13
OG0000775	5	1	2	2	1	1	1	13
OG0000776	6	1	1	1	1	1	2	13
OG0000777	2	1	1	1	1	1	6	13
OG0000778	5	0	2	1	1	1	3	13
OG0000779	3	2	1	1	1	1	4	13
OG0000780	2	1	1	1	3	4	1	13
OG0000781	2	1	1	1	1	3	4	13
OG0000782	3	4	2	1	0	3	0	13
OG0000783	2	0	0	0	4	1	6	13
OG0000784	0	13	0	0	0	0	0	13
OG0000785	0	8	2	3	0	0	0	13
OG0000786	0	5	2	6	0	0	0	13
OG0000787	0	13	0	0	0	0	0	13
OG0000788	0	1	1	5	1	2	3	13
OG0000789	0	1	1	1	2	0	8	13
OG0000790	0	1	0	2	3	0	7	13
OG0000791	0	4	3	6	0	0	0	13
OG0000792	0	1	2	2	1	3	4	13
OG0000793	0	1	4	8	0	0	0	13
OG0000794	0	0	13	0	0	0	0	13
OG0000795	0	0	13	0	0	0	0	13
OG0000796	0	0	13	0	0	0	0	13
OG0000797	0	0	1	12	0	0	0	13
OG0000798	0	0	13	0	0	0	0	13
OG0000799	0	0	12	1	0	0	0	13
OG0000800	0	0	13	0	0	0	0	13
OG0000801	0	0	13	0	0	0	0	13
OG0000802	0	0	13	0	0	0	0	13
OG0000803	0	0	13	0	0	0	0	13
OG0000804	0	0	10	3	0	0	0	13
OG0000805	0	0	13	0	0	0	0	13
OG0000806	0	0	0	0	13	0	0	13
OG0000807	0	0	0	0	11	0	2	13
OG0000808	0	0	0	0	5	2	6	13
OG0000809	0	0	0	0	1	0	12	13
OG0000810	0	0	0	0	1	0	12	13
OG0000811	0	0	0	0	2	0	11	13
OG0000812	0	0	0	0	1	12	0	13
OG0000813	0	0	0	0	2	2	9	13
OG0000814	0	0	0	0	1	1	11	13
OG0000815	0	0	0	0	0	13	0	13
OG0000816	0	0	0	0	0	0	13	13
OG0000817	0	0	0	0	0	0	13	13
OG0000818	0	0	0	0	0	0	13	13
OG0000819	0	0	0	0	0	0	13	13
OG0000820	0	0	0	0	0	0	13	13
OG0000821	0	0	0	0	0	0	13	13
OG0000822	0	0	0	0	0	0	13	13
OG0000823	0	0	0	0	0	0	13	13
OG0000824	0	0	0	0	0	0	13	13
OG0000825	0	0	0	0	0	0	13	13
OG0000826	0	0	0	0	0	0	13	13
OG0000827	0	0	0	0	0	0	13	13
OG0000828	0	0	0	0	0	0	13	13
OG0000829	0	0	0	0	0	0	13	13
OG0000830	4	1	1	2	1	2	1	12
OG0000831	4	1	2	0	1	1	3	12
OG0000832	4	3	1	1	1	0	2	12
OG0000833	4	1	1	1	2	1	2	12
OG0000834	9	0	1	1	0	1	0	12
OG0000835	2	1	1	1	3	1	3	12
OG0000836	2	1	1	1	3	1	3	12
OG0000837	2	1	1	1	3	1	3	12
OG0000838	3	1	1	2	3	1	1	12
OG0000839	4	1	1	1	3	1	1	12
OG0000840	3	1	2	1	1	1	3	12
OG0000841	4	2	1	1	1	2	1	12
OG0000842	6	1	1	1	1	1	1	12
OG0000843	3	1	1	1	1	2	3	12
OG0000844	3	1	1	1	4	1	1	12
OG0000845	2	1	1	1	3	2	2	12
OG0000846	2	1	1	1	1	2	4	12
OG0000847	6	1	1	1	1	1	1	12
OG0000848	2	1	1	2	2	1	3	12
OG0000849	2	1	1	1	1	3	3	12
OG0000850	2	1	1	2	4	1	1	12
OG0000851	2	2	2	2	1	2	1	12
OG0000852	2	1	1	1	4	2	1	12
OG0000853	3	1	1	2	2	1	2	12
OG0000854	3	1	1	1	1	1	4	12
OG0000855	1	2	1	2	1	1	4	12
OG0000856	4	1	1	2	1	1	2	12
OG0000857	4	1	1	1	1	2	2	12
OG0000858	2	0	2	1	1	2	4	12
OG0000859	2	1	1	2	1	2	3	12
OG0000860	5	2	1	2	0	1	1	12
OG0000861	3	1	1	1	2	3	1	12
OG0000862	4	1	2	2	1	1	1	12
OG0000863	3	4	1	1	1	1	1	12
OG0000864	4	1	2	1	2	1	1	12
OG0000865	4	1	1	1	1	0	4	12
OG0000866	6	1	1	1	1	1	1	12
OG0000867	3	1	1	1	2	1	3	12
OG0000868	6	1	1	1	1	1	1	12
OG0000869	5	1	1	2	1	1	1	12
OG0000870	2	1	2	1	2	2	2	12
OG0000871	12	0	0	0	0	0	0	12
OG0000872	4	2	1	1	1	1	2	12
OG0000873	3	1	1	2	1	1	3	12
OG0000874	2	1	1	1	1	1	5	12
OG0000875	8	1	1	1	0	1	0	12
OG0000876	2	4	1	2	0	3	0	12
OG0000877	5	1	1	1	1	1	2	12
OG0000878	3	1	1	1	3	2	1	12
OG0000879	3	1	2	1	1	1	3	12
OG0000880	4	1	0	2	1	2	2	12
OG0000881	2	1	1	1	1	1	5	12
OG0000882	4	1	1	1	0	2	3	12
OG0000883	2	1	1	1	1	2	4	12
OG0000884	3	1	4	1	1	1	1	12
OG0000885	2	1	1	1	1	1	5	12
OG0000886	3	1	2	1	2	2	1	12
OG0000887	3	1	1	1	3	1	2	12
OG0000888	2	1	1	4	2	1	1	12
OG0000889	1	1	2	1	2	1	4	12
OG0000890	4	1	1	2	1	2	1	12
OG0000891	2	1	1	2	2	1	3	12
OG0000892	5	2	1	1	1	0	2	12
OG0000893	5	1	1	1	1	1	2	12
OG0000894	5	1	1	1	2	1	1	12
OG0000895	3	2	1	3	1	1	1	12
OG0000896	5	1	1	2	1	1	1	12
OG0000897	3	1	1	1	1	1	4	12
OG0000898	5	1	1	1	2	1	1	12
OG0000899	2	1	1	1	1	2	4	12
OG0000900	2	1	1	1	4	1	2	12
OG0000901	5	1	1	1	1	2	1	12
OG0000902	4	1	2	2	0	2	1	12
OG0000903	2	1	1	1	2	1	4	12
OG0000904	3	2	1	1	2	1	2	12
OG0000905	4	1	1	1	1	1	3	12
OG0000906	4	1	1	2	2	1	1	12
OG0000907	5	2	1	2	0	1	1	12
OG0000908	4	1	1	1	1	1	3	12
OG0000909	2	1	1	1	3	1	3	12
OG0000910	3	1	1	1	3	1	2	12
OG0000911	5	1	2	1	1	1	1	12
OG0000912	2	1	1	1	2	1	4	12
OG0000913	5	1	1	1	1	1	2	12
OG0000914	2	3	1	2	2	1	1	12
OG0000915	2	1	1	1	2	2	3	12
OG0000916	2	1	1	1	3	1	3	12
OG0000917	12	0	0	0	0	0	0	12
OG0000918	3	1	1	1	1	1	4	12
OG0000919	2	1	1	1	2	2	3	12
OG0000920	3	0	3	6	0	0	0	12
OG0000921	4	1	1	1	1	2	2	12
OG0000922	4	1	1	1	1	1	3	12
OG0000923	3	1	1	3	2	1	1	12
OG0000924	2	1	1	2	2	1	3	12
OG0000925	3	1	1	0	1	1	5	12
OG0000926	2	1	1	1	3	1	3	12
OG0000927	5	2	1	1	1	1	1	12
OG0000928	1	1	1	2	3	2	2	12
OG0000929	2	1	1	1	3	2	2	12
OG0000930	4	1	1	2	1	1	2	12
OG0000931	4	1	1	2	1	1	2	12
OG0000932	2	1	1	2	2	2	2	12
OG0000933	3	1	3	1	2	1	1	12
OG0000934	2	1	1	2	1	1	4	12
OG0000935	2	1	1	2	2	1	3	12
OG0000936	2	4	1	2	2	0	1	12
OG0000937	4	1	1	1	2	1	2	12
OG0000938	2	1	1	1	2	1	4	12
OG0000939	2	1	1	1	3	1	3	12
OG0000940	2	1	2	2	2	2	1	12
OG0000941	3	1	1	1	2	1	3	12
OG0000942	2	1	1	1	2	1	4	12
OG0000943	3	1	1	1	2	3	1	12
OG0000944	2	1	1	1	4	1	2	12
OG0000945	2	1	1	1	3	2	2	12
OG0000946	12	0	0	0	0	0	0	12
OG0000947	6	1	0	1	1	1	2	12
OG0000948	5	1	1	2	1	1	1	12
OG0000949	5	2	1	1	1	1	1	12
OG0000950	3	1	1	0	1	1	5	12
OG0000951	2	2	1	2	1	2	2	12
OG0000952	2	1	1	1	3	1	3	12
OG0000953	2	2	1	1	4	1	1	12
OG0000954	2	1	1	1	2	1	4	12
OG0000955	2	1	1	1	3	1	3	12
OG0000956	2	1	1	1	2	1	4	12
OG0000957	4	1	1	1	2	1	2	12
OG0000958	4	1	1	1	2	2	1	12
OG0000959	4	1	1	2	1	2	1	12
OG0000960	3	1	1	3	2	1	1	12
OG0000961	5	1	1	1	1	1	2	12
OG0000962	2	3	3	3	0	1	0	12
OG0000963	2	3	1	2	2	1	1	12
OG0000964	3	1	1	2	1	2	2	12
OG0000965	8	0	2	1	0	0	1	12
OG0000966	3	1	1	1	4	1	1	12
OG0000967	3	1	2	1	2	1	2	12
OG0000968	2	2	1	2	2	2	1	12
OG0000969	2	1	1	2	2	1	3	12
OG0000970	5	1	1	1	2	1	1	12
OG0000971	4	0	1	1	4	0	2	12
OG0000972	3	1	1	1	4	0	2	12
OG0000973	5	1	1	1	1	1	2	12
OG0000974	4	2	2	1	1	1	1	12
OG0000975	2	1	1	1	3	1	3	12
OG0000976	2	3	1	1	2	1	2	12
OG0000977	4	1	1	2	2	1	1	12
OG0000978	4	1	1	1	2	1	2	12
OG0000979	2	1	1	1	3	2	2	12
OG0000980	1	2	2	2	2	1	2	12
OG0000981	2	1	6	1	0	1	1	12
OG0000982	2	2	1	1	1	1	4	12
OG0000983	3	2	1	1	2	1	2	12
OG0000984	3	2	4	2	0	1	0	12
OG0000985	3	1	1	1	3	1	2	12
OG0000986	12	0	0	0	0	0	0	12
OG0000987	2	2	1	2	2	2	1	12
OG0000988	3	1	1	1	2	1	3	12
OG0000989	2	1	1	5	1	1	1	12
OG0000990	2	1	1	1	3	1	3	12
OG0000991	2	1	1	1	2	1	4	12
OG0000992	2	1	1	1	2	2	3	12
OG0000993	5	1	2	3	0	1	0	12
OG0000994	1	1	1	2	3	1	3	12
OG0000995	2	1	1	1	3	2	2	12
OG0000996	2	1	2	1	2	0	4	12
OG0000997	3	1	1	2	1	2	2	12
OG0000998	2	1	1	2	2	1	3	12
OG0000999	4	2	1	2	1	1	1	12
OG0001000	2	1	1	1	2	1	4	12
OG0001001	2	1	1	1	1	3	3	12
OG0001002	7	2	2	1	0	0	0	12
OG0001003	2	1	1	5	1	1	1	12
OG0001004	4	1	1	1	2	1	2	12
OG0001005	2	1	1	1	2	2	3	12
OG0001006	4	1	1	1	2	1	2	12
OG0001007	2	1	2	2	1	2	2	12
OG0001008	2	1	1	1	2	1	4	12
OG0001009	2	1	1	1	2	2	3	12
OG0001010	3	1	1	1	1	1	4	12
OG0001011	2	1	2	4	1	1	1	12
OG0001012	2	1	1	1	4	2	1	12
OG0001013	0	1	1	1	2	1	6	12
OG0001014	0	12	0	0	0	0	0	12
OG0001015	0	12	0	0	0	0	0	12
OG0001016	0	2	1	2	5	2	0	12
OG0001017	0	0	12	0	0	0	0	12
OG0001018	0	0	12	0	0	0	0	12
OG0001019	0	0	0	11	0	0	1	12
OG0001020	0	0	0	12	0	0	0	12
OG0001021	0	0	0	12	0	0	0	12
OG0001022	0	0	0	12	0	0	0	12
OG0001023	0	0	0	0	10	0	2	12
OG0001024	0	0	0	0	4	0	8	12
OG0001025	0	0	0	0	1	0	11	12
OG0001026	0	0	0	0	1	0	11	12
OG0001027	0	0	0	0	0	12	0	12
OG0001028	0	0	0	0	0	12	0	12
OG0001029	0	0	0	0	0	1	11	12
OG0001030	0	0	0	0	0	0	12	12
OG0001031	0	0	0	0	0	0	12	12
OG0001032	0	0	0	0	0	0	12	12
OG0001033	0	0	0	0	0	0	12	12
OG0001034	0	0	0	0	0	0	12	12
OG0001035	0	0	0	0	0	0	12	12
OG0001036	0	0	0	0	0	0	12	12
OG0001037	0	0	0	0	0	0	12	12
OG0001038	0	0	0	0	0	0	12	12
OG0001039	0	0	0	0	0	0	12	12
OG0001040	0	0	0	0	0	0	12	12
OG0001041	2	1	1	1	3	1	2	11
OG0001042	2	1	1	1	3	1	2	11
OG0001043	2	1	1	2	2	1	2	11
OG0001044	4	2	1	1	1	1	1	11
OG0001045	5	1	1	1	1	1	1	11
OG0001046	2	1	1	2	1	1	3	11
OG0001047	4	1	1	2	1	1	1	11
OG0001048	2	1	2	2	1	1	2	11
OG0001049	11	0	0	0	0	0	0	11
OG0001050	2	2	1	1	2	1	2	11
OG0001051	2	2	2	1	0	2	2	11
OG0001052	2	1	1	1	1	2	3	11
OG0001053	2	1	1	1	2	1	3	11
OG0001054	3	0	0	0	2	1	5	11
OG0001055	2	1	1	1	1	1	4	11
OG0001056	4	1	1	1	1	2	1	11
OG0001057	4	1	1	2	1	1	1	11
OG0001058	4	1	2	1	1	1	1	11
OG0001059	1	4	1	1	1	0	3	11
OG0001060	2	1	1	1	2	1	3	11
OG0001061	2	1	1	1	2	1	3	11
OG0001062	2	2	1	1	2	1	2	11
OG0001063	5	1	1	1	1	1	1	11
OG0001064	2	3	1	1	1	2	1	11
OG0001065	5	2	2	1	0	1	0	11
OG0001066	2	2	1	1	3	1	1	11
OG0001067	3	1	2	1	1	2	1	11
OG0001068	2	1	1	1	3	1	2	11
OG0001069	2	1	1	1	1	2	3	11
OG0001070	2	1	1	1	1	2	3	11
OG0001071	2	1	1	1	1	2	3	11
OG0001072	3	1	1	1	2	2	1	11
OG0001073	2	1	1	1	3	1	2	11
OG0001074	2	1	1	1	1	1	4	11
OG0001075	3	1	1	1	1	2	2	11
OG0001076	2	1	1	1	1	1	4	11
OG0001077	4	2	1	1	0	3	0	11
OG0001078	4	1	1	1	1	2	1	11
OG0001079	5	1	1	1	1	1	1	11
OG0001080	6	1	1	1	1	1	0	11
OG0001081	4	1	1	1	2	1	1	11
OG0001082	3	1	1	2	2	1	1	11
OG0001083	2	1	1	1	1	1	4	11
OG0001084	3	1	1	3	1	1	1	11
OG0001085	3	2	2	2	1	1	0	11
OG0001086	3	1	1	1	1	1	3	11
OG0001087	2	1	1	1	1	2	3	11
OG0001088	3	1	1	1	1	1	3	11
OG0001089	2	1	1	1	1	1	4	11
OG0001090	1	1	1	1	4	0	3	11
OG0001091	2	1	1	1	3	1	2	11
OG0001092	2	1	1	1	1	2	3	11
OG0001093	4	1	1	1	2	1	1	11
OG0001094	2	1	1	2	1	1	3	11
OG0001095	4	1	1	2	1	1	1	11
OG0001096	3	1	1	1	1	1	3	11
OG0001097	3	1	1	1	1	1	3	11
OG0001098	2	1	1	1	2	2	2	11
OG0001099	2	2	2	1	2	1	1	11
OG0001100	7	1	2	1	0	0	0	11
OG0001101	4	1	1	1	1	2	1	11
OG0001102	11	0	0	0	0	0	0	11
OG0001103	2	1	1	1	3	1	2	11
OG0001104	2	2	1	1	1	2	2	11
OG0001105	4	1	1	1	2	1	1	11
OG0001106	5	2	1	1	0	2	0	11
OG0001107	2	1	2	2	1	2	1	11
OG0001108	4	1	1	1	1	1	2	11
OG0001109	2	1	1	0	3	0	4	11
OG0001110	3	1	1	1	1	2	2	11
OG0001111	3	1	1	1	1	2	2	11
OG0001112	1	1	1	2	2	2	2	11
OG0001113	5	1	1	0	1	1	2	11
OG0001114	2	1	1	1	2	2	2	11
OG0001115	4	1	1	1	1	1	2	11
OG0001116	5	1	1	1	1	1	1	11
OG0001117	5	1	1	1	1	1	1	11
OG0001118	2	1	1	1	2	1	3	11
OG0001119	2	1	0	2	1	1	4	11
OG0001120	2	1	1	1	3	1	2	11
OG0001121	4	1	1	1	1	1	2	11
OG0001122	4	1	1	1	2	1	1	11
OG0001123	2	1	1	2	2	2	1	11
OG0001124	1	2	1	3	2	1	1	11
OG0001125	2	1	1	1	2	3	1	11
OG0001126	2	2	1	1	1	2	2	11
OG0001127	2	1	1	2	2	1	2	11
OG0001128	4	1	1	1	1	1	2	11
OG0001129	4	1	1	1	2	1	1	11
OG0001130	2	1	1	1	3	1	2	11
OG0001131	2	3	1	2	1	1	1	11
OG0001132	2	1	1	1	2	2	2	11
OG0001133	5	1	1	1	1	1	1	11
OG0001134	2	1	1	1	1	1	4	11
OG0001135	3	1	1	1	2	1	2	11
OG0001136	4	1	2	1	0	3	0	11
OG0001137	2	2	1	2	2	1	1	11
OG0001138	3	1	1	1	2	2	1	11
OG0001139	5	1	1	1	1	1	1	11
OG0001140	4	1	1	1	1	2	1	11
OG0001141	3	2	1	1	1	2	1	11
OG0001142	4	1	1	1	1	1	2	11
OG0001143	2	1	1	2	1	1	3	11
OG0001144	4	1	1	2	1	1	1	11
OG0001145	3	1	1	1	1	1	3	11
OG0001146	3	1	1	1	1	1	3	11
OG0001147	2	1	1	2	1	2	2	11
OG0001148	3	1	1	2	1	1	2	11
OG0001149	2	1	1	1	1	1	4	11
OG0001150	2	1	1	1	3	1	2	11
OG0001151	2	1	1	2	1	1	3	11
OG0001152	4	1	1	2	1	1	1	11
OG0001153	4	2	2	2	0	1	0	11
OG0001154	3	1	1	1	3	1	1	11
OG0001155	6	1	1	2	0	1	0	11
OG0001156	4	2	2	2	0	1	0	11
OG0001157	4	1	1	1	2	1	1	11
OG0001158	2	1	1	1	2	1	3	11
OG0001159	3	1	1	1	1	1	3	11
OG0001160	2	1	1	1	1	1	4	11
OG0001161	3	1	1	3	0	1	2	11
OG0001162	6	1	1	0	1	1	1	11
OG0001163	3	1	1	1	1	1	3	11
OG0001164	4	1	1	2	1	1	1	11
OG0001165	4	1	1	1	2	1	1	11
OG0001166	2	1	1	1	1	1	4	11
OG0001167	5	1	1	1	1	1	1	11
OG0001168	4	1	1	2	1	1	1	11
OG0001169	2	1	1	2	2	0	3	11
OG0001170	2	1	1	1	2	1	3	11
OG0001171	2	1	1	1	4	1	1	11
OG0001172	2	1	1	1	3	1	2	11
OG0001173	3	1	1	2	1	0	3	11
OG0001174	5	1	1	1	2	0	1	11
OG0001175	4	1	1	1	1	2	1	11
OG0001176	2	2	1	3	1	1	1	11
OG0001177	2	2	1	2	2	1	1	11
OG0001178	3	1	1	1	2	1	2	11
OG0001179	4	2	1	1	1	1	1	11
OG0001180	1	1	1	1	2	1	4	11
OG0001181	2	1	1	1	3	1	2	11
OG0001182	4	1	1	1	2	1	1	11
OG0001183	2	1	1	2	1	1	3	11
OG0001184	5	1	1	1	1	1	1	11
OG0001185	2	2	1	1	1	1	3	11
OG0001186	2	1	1	2	1	1	3	11
OG0001187	4	1	1	2	1	1	1	11
OG0001188	3	1	1	2	1	2	1	11
OG0001189	2	1	1	1	2	1	3	11
OG0001190	2	2	1	1	3	1	1	11
OG0001191	3	1	2	1	2	1	1	11
OG0001192	5	1	1	1	2	0	1	11
OG0001193	4	1	1	1	1	2	1	11
OG0001194	1	1	1	1	2	1	4	11
OG0001195	2	1	1	2	2	1	2	11
OG0001196	2	0	3	1	2	1	2	11
OG0001197	2	1	1	1	1	4	1	11
OG0001198	4	1	1	1	2	1	1	11
OG0001199	2	1	1	1	2	1	3	11
OG0001200	2	1	1	1	1	4	1	11
OG0001201	2	1	1	1	1	1	4	11
OG0001202	2	1	2	1	2	2	1	11
OG0001203	2	2	1	1	2	2	1	11
OG0001204	2	1	1	1	1	1	4	11
OG0001205	3	1	1	1	2	1	2	11
OG0001206	2	1	1	0	2	1	4	11
OG0001207	3	2	1	1	1	1	2	11
OG0001208	2	1	1	2	1	1	3	11
OG0001209	2	1	1	1	3	1	2	11
OG0001210	3	1	1	2	1	1	2	11
OG0001211	2	1	1	1	1	3	2	11
OG0001212	2	2	1	1	1	1	3	11
OG0001213	4	0	0	0	0	2	5	11
OG0001214	5	1	1	1	1	1	1	11
OG0001215	2	1	1	1	2	1	3	11
OG0001216	2	1	1	1	3	1	2	11
OG0001217	5	1	1	1	1	1	1	11
OG0001218	3	1	1	2	1	2	1	11
OG0001219	2	1	1	2	2	2	1	11
