# BUSCO version is: 5.3.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-08-05, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
330949at4751	Complete	H9P43_002244-T1	354.1	318	https://www.orthodb.org/v10?query=330949at4751	tRNA pseudouridine synthase
331022at4751	Complete	H9P43_005713-T1	98.6	125	https://www.orthodb.org/v10?query=331022at4751	P-loop containing nucleoside triphosphate hydrolase protein
331763at4751	Complete	H9P43_009260-T1	379.7	200	https://www.orthodb.org/v10?query=331763at4751	Ribosomal protein S5
332006at4751	Complete	H9P43_001449-T1	212.9	217	https://www.orthodb.org/v10?query=332006at4751	SURF1-like protein
332036at4751	Complete	H9P43_000435-T1	297.8	203	https://www.orthodb.org/v10?query=332036at4751	GPN-loop GTPase
332416at4751	Missing
332876at4751	Complete	H9P43_004401-T1	441.2	405	https://www.orthodb.org/v10?query=332876at4751	WD40/YVTN repeat-like-containing domain superfamily
332891at4751	Complete	H9P43_008892-T1	361.5	334	https://www.orthodb.org/v10?query=332891at4751	Glycerol
334424at4751	Complete	H9P43_000452-T1	263.9	166	https://www.orthodb.org/v10?query=334424at4751	rRNA adenine N(6)-methyltransferase
335237at4751	Complete	H9P43_008490-T1	349.0	267	https://www.orthodb.org/v10?query=335237at4751	P-loop containing nucleoside triphosphate hydrolase protein
335719at4751	Missing
336181at4751	Complete	H9P43_004534-T1	222.6	230	https://www.orthodb.org/v10?query=336181at4751	Adenosine kinase
336187at4751	Missing
337150at4751	Missing
337917at4751	Missing
338301at4751	Complete	H9P43_001305-T1	84.3	123	https://www.orthodb.org/v10?query=338301at4751	37S ribosomal protein S25, mitochondrial
338808at4751	Complete	H9P43_001958-T1	313.2	240	https://www.orthodb.org/v10?query=338808at4751	Golgi phosphoprotein 3-like
339525at4751	Complete	H9P43_010131-T1	230.8	228	https://www.orthodb.org/v10?query=339525at4751	Aminomethyltransferase
342642at4751	Complete	H9P43_002254-T1	336.8	271	https://www.orthodb.org/v10?query=342642at4751	Dihydroorotase
343196at4751	Missing
343603at4751	Complete	H9P43_002795-T1	262.5	241	https://www.orthodb.org/v10?query=343603at4751	Very-long-chain 3-oxoacyl-CoA reductase
343623at4751	Complete	H9P43_007828-T1	83.6	99	https://www.orthodb.org/v10?query=343623at4751	Nucleolar protein 16
343717at4751	Missing
344553at4751	Complete	H9P43_007632-T1	151.2	132	https://www.orthodb.org/v10?query=344553at4751	Ubiquitin fusion degradation protein 1
345661at4751	Complete	H9P43_001321-T1	50.6	43	https://www.orthodb.org/v10?query=345661at4751	tRNA-splicing endonuclease subunit Sen2
348020at4751	Complete	H9P43_005263-T1	72.0	147	https://www.orthodb.org/v10?query=348020at4751	Formyl transferase, N-terminal
348111at4751	Complete	H9P43_003528-T1	286.5	250	https://www.orthodb.org/v10?query=348111at4751	Ribosomal protein L2
349264at4751	Complete	H9P43_002342-T1	264.9	168	https://www.orthodb.org/v10?query=349264at4751	Proteasome subunit beta type
350840at4751	Complete	H9P43_000978-T1	102.9	135	https://www.orthodb.org/v10?query=350840at4751	Isopentenyl-diphosphate delta-isomerase
351351at4751	Missing
351482at4751	Complete	H9P43_002898-T1	433.0	244	https://www.orthodb.org/v10?query=351482at4751	Prohibitin-2
351646at4751	Complete	H9P43_009929-T1	106.8	144	https://www.orthodb.org/v10?query=351646at4751	25S rRNA (uridine-N(3))-methyltransferase
351651at4751	Complete	H9P43_000439-T1	253.4	256	https://www.orthodb.org/v10?query=351651at4751	Chitobiosyldiphosphodolichol beta-mannosyltransferase
351849at4751	Complete	H9P43_006185-T1	168.9	164	https://www.orthodb.org/v10?query=351849at4751	Ribosome assembly factor mrt4
351858at4751	Duplicated	H9P43_002248-T1	332.2	185	https://www.orthodb.org/v10?query=351858at4751	Eukaryotic translation initiation factor 6
351858at4751	Duplicated	H9P43_002273-T1	332.2	185	https://www.orthodb.org/v10?query=351858at4751	Eukaryotic translation initiation factor 6
351906at4751	Complete	H9P43_006514-T1	173.3	155	https://www.orthodb.org/v10?query=351906at4751	ribosomal protein L15
352224at4751	Missing
352999at4751	Complete	H9P43_000087-T1	254.7	159	https://www.orthodb.org/v10?query=352999at4751	Small GTPase superfamily
353685at4751	Complete	H9P43_006786-T1	185.9	126	https://www.orthodb.org/v10?query=353685at4751	ER membrane protein complex subunit 3
353762at4751	Complete	H9P43_000464-T1	371.3	278	https://www.orthodb.org/v10?query=353762at4751	Chitin synthase export chaperone
353991at4751	Duplicated	H9P43_002221-T1	292.7	274	https://www.orthodb.org/v10?query=353991at4751	DnaJ domain
353991at4751	Duplicated	H9P43_006686-T1	266.2	354	https://www.orthodb.org/v10?query=353991at4751	DnaJ domain
354679at4751	Complete	H9P43_001357-T1	431.0	247	https://www.orthodb.org/v10?query=354679at4751	Cell differentiation protein rcd1
354739at4751	Complete	H9P43_001183-T1	199.5	197	https://www.orthodb.org/v10?query=354739at4751	Ribosomal protein L5
354778at4751	Duplicated	H9P43_003743-T1	380.7	295	https://www.orthodb.org/v10?query=354778at4751	Diphosphomevalonate decarboxylase
354778at4751	Duplicated	H9P43_008937-T1	380.6	295	https://www.orthodb.org/v10?query=354778at4751	Diphosphomevalonate decarboxylase
354913at4751	Complete	H9P43_000471-T1	236.7	181	https://www.orthodb.org/v10?query=354913at4751	von Willebrand factor A-like domain superfamily
355454at4751	Complete	H9P43_003816-T1	291.3	287	https://www.orthodb.org/v10?query=355454at4751	Iron hydrogenase
355525at4751	Complete	H9P43_005549-T1	321.9	331	https://www.orthodb.org/v10?query=355525at4751	Leucine-rich repeat
355781at4751	Complete	H9P43_004819-T1	141.8	172	https://www.orthodb.org/v10?query=355781at4751	GTP cyclohydrolase 1 type 2/Nif3
356079at4751	Complete	H9P43_003066-T1	161.6	183	https://www.orthodb.org/v10?query=356079at4751	DNA glycosylase
356691at4751	Complete	H9P43_005846-T1	225.1	325	https://www.orthodb.org/v10?query=356691at4751	Peroxisome biogenesis factor 1
356743at4751	Complete	H9P43_007669-T1	289.5	174	https://www.orthodb.org/v10?query=356743at4751	Ribosomal protein
357182at4751	Complete	H9P43_001207-T1	308.1	324	https://www.orthodb.org/v10?query=357182at4751	DNA primase large subunit
357584at4751	Complete	H9P43_004745-T1	184.6	225	https://www.orthodb.org/v10?query=357584at4751	Metal-dependent protein hydrolase
358012at4751	Missing
358118at4751	Complete	H9P43_000364-T1	368.7	288	https://www.orthodb.org/v10?query=358118at4751	Splicing factor 3B subunit 2
359271at4751	Complete	H9P43_004944-T1	290.1	338	https://www.orthodb.org/v10?query=359271at4751	Membrane protein TMS1
359482at4751	Complete	H9P43_009329-T1	158.8	119	https://www.orthodb.org/v10?query=359482at4751	vesicle transporter SEC22
359627at4751	Complete	H9P43_000593-T1	198.4	162	https://www.orthodb.org/v10?query=359627at4751	Trafficking protein particle complex subunit
360800at4751	Complete	H9P43_002595-T1	17.4	117	https://www.orthodb.org/v10?query=360800at4751	plus-3-domain-containing protein
361877at4751	Missing
362218at4751	Complete	H9P43_000098-T1	141.8	200	https://www.orthodb.org/v10?query=362218at4751	Nop domain
362250at4751	Complete	H9P43_004969-T1	138.7	190	https://www.orthodb.org/v10?query=362250at4751	Bax inhibitor 1-related
362322at4751	Complete	H9P43_008832-T1	91.8	102	https://www.orthodb.org/v10?query=362322at4751	RNA cap guanine-N2 methyltransferase
362601at4751	Complete	H9P43_004772-T1	541.4	466	https://www.orthodb.org/v10?query=362601at4751	Oxoglutarate/iron-dependent dioxygenase
363593at4751	Complete	H9P43_007949-T1	234.2	269	https://www.orthodb.org/v10?query=363593at4751	Pre-mRNA-splicing factor CWC2
364123at4751	Complete	H9P43_001331-T1	264.8	241	https://www.orthodb.org/v10?query=364123at4751	26S Proteasome non-ATPase regulatory subunit 6
364284at4751	Complete	H9P43_003589-T1	356.0	318	https://www.orthodb.org/v10?query=364284at4751	Amidase
365270at4751	Complete	H9P43_000985-T1	169.0	232	https://www.orthodb.org/v10?query=365270at4751	Cyclin-like protein
366595at4751	Complete	H9P43_007245-T1	190.0	160	https://www.orthodb.org/v10?query=366595at4751	Dolichol-phosphate mannosyltransferase
366597at4751	Complete	H9P43_005545-T1	141.5	175	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366635at4751	Complete	H9P43_008279-T1	206.9	153	https://www.orthodb.org/v10?query=366635at4751	Matrin/U1-C-like, C2H2-type zinc finger
367778at4751	Complete	H9P43_003403-T1	266.2	187	https://www.orthodb.org/v10?query=367778at4751	Acetolactate synthase
368706at4751	Complete	H9P43_002978-T1	250.7	186	https://www.orthodb.org/v10?query=368706at4751	Proteasome subunit beta
369435at4751	Complete	H9P43_001694-T1	181.9	186	https://www.orthodb.org/v10?query=369435at4751	Triosephosphate isomerase
370505at4751	Complete	H9P43_009631-T1	482.9	288	https://www.orthodb.org/v10?query=370505at4751	Phosphoribosylaminoimidazole-succinocarboxamide synthase
370952at4751	Complete	H9P43_003815-T1	325.2	185	https://www.orthodb.org/v10?query=370952at4751	Ribosomal protein S3
371481at4751	Complete	H9P43_007597-T1	185.6	150	https://www.orthodb.org/v10?query=371481at4751	Ribosome maturation protein SBDS, N-terminal
371674at4751	Complete	H9P43_009583-T1	172.0	204	https://www.orthodb.org/v10?query=371674at4751	UPF0103-domain-containing protein
371862at4751	Missing
372381at4751	Complete	H9P43_006936-T1	194.7	299	https://www.orthodb.org/v10?query=372381at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
372510at4751	Complete	H9P43_009336-T1	180.0	200	https://www.orthodb.org/v10?query=372510at4751	transcription factor Tfb4
372972at4751	Complete	H9P43_008996-T1	153.2	95	https://www.orthodb.org/v10?query=372972at4751	tRNA (guanine-N(7)-)-methyltransferase
374350at4751	Missing
374548at4751	Complete	H9P43_000543-T1	133.9	155	https://www.orthodb.org/v10?query=374548at4751	SGS domain
376255at4751	Complete	H9P43_003945-T1	171.4	194	https://www.orthodb.org/v10?query=376255at4751	Transcription elongation factor S-II
376442at4751	Missing
376539at4751	Complete	H9P43_002512-T1	198.1	376	https://www.orthodb.org/v10?query=376539at4751	Ribosome biogenesis protein Kri1
376586at4751	Complete	H9P43_001002-T1	207.1	163	https://www.orthodb.org/v10?query=376586at4751	Deoxycytidylate deaminase
377787at4751	Complete	H9P43_000467-T1	284.3	164	https://www.orthodb.org/v10?query=377787at4751	Ribosomal protein S7 domain
378256at4751	Complete	H9P43_009703-T1	120.2	132	https://www.orthodb.org/v10?query=378256at4751	Exoribonuclease, PH domain 2 superfamily
378281at4751	Complete	H9P43_003246-T1	178.5	187	https://www.orthodb.org/v10?query=378281at4751	Ribosomal protein L3
378295at4751	Complete	H9P43_000895-T1	137.4	202	https://www.orthodb.org/v10?query=378295at4751	Exosome complex component RRP43
378376at4751	Fragmented	H9P43_009667-T1	43.1	124	https://www.orthodb.org/v10?query=378376at4751	DUF1682-domain-containing protein
378430at4751	Complete	H9P43_001726-T1	277.9	252	https://www.orthodb.org/v10?query=378430at4751	Serine/threonine-protein kinase RIO1
378436at4751	Complete	H9P43_004638-T1	91.8	379	https://www.orthodb.org/v10?query=378436at4751	Signal recognition particle subunit SRP68
379525at4751	Complete	H9P43_004674-T1	100.6	121	https://www.orthodb.org/v10?query=379525at4751	coatomer zeta subunit
382001at4751	Complete	H9P43_000838-T1	187.9	182	https://www.orthodb.org/v10?query=382001at4751	syntaxin 5
383007at4751	Missing
384156at4751	Complete	H9P43_004098-T1	159.0	180	https://www.orthodb.org/v10?query=384156at4751	ATP synthase subunit gamma
384315at4751	Complete	H9P43_003311-T1	204.8	162	https://www.orthodb.org/v10?query=384315at4751	Proteasome subunit beta type
385139at4751	Complete	H9P43_007488-T1	251.0	163	https://www.orthodb.org/v10?query=385139at4751	Proteasome subunit beta type
385343at4751	Complete	H9P43_005006-T1	222.3	178	https://www.orthodb.org/v10?query=385343at4751	GTP cyclohydrolase II
385564at4751	Complete	H9P43_005958-T1	286.5	209	https://www.orthodb.org/v10?query=385564at4751	WD40-repeat-containing domain
385971at4751	Complete	H9P43_001439-T1	81.4	88	https://www.orthodb.org/v10?query=385971at4751	Ribonuclease
386220at4751	Complete	H9P43_007568-T1	217.6	153	https://www.orthodb.org/v10?query=386220at4751	Pre-rRNA-processing protein PNO1
386245at4751	Complete	H9P43_003053-T1	134.9	220	https://www.orthodb.org/v10?query=386245at4751	Origin recognition complex subunit 2
387347at4751	Complete	H9P43_001878-T1	130.1	124	https://www.orthodb.org/v10?query=387347at4751	Exosome complex component CSL4
387759at4751	Complete	H9P43_001080-T1	186.7	165	https://www.orthodb.org/v10?query=387759at4751	Mitochondrial inner membrane protease ATP23
388229at4751	Complete	H9P43_010120-T1	160.4	146	https://www.orthodb.org/v10?query=388229at4751	RNA polymerase, Rpb5, N-terminal
389034at4751	Complete	H9P43_005500-T1	301.5	180	https://www.orthodb.org/v10?query=389034at4751	rRNA 2'-O-methyltransferase fibrillarin
389547at4751	Complete	H9P43_008123-T1	97.3	141	https://www.orthodb.org/v10?query=389547at4751	Pre-mRNA-splicing factor slt11
389565at4751	Complete	H9P43_005830-T1	405.1	243	https://www.orthodb.org/v10?query=389565at4751	Cytochrome c-like domain
390518at4751	Complete	H9P43_008904-T1	346.2	238	https://www.orthodb.org/v10?query=390518at4751	26S proteasome regulatory subunit rpn-8
391384at4751	Complete	H9P43_008544-T1	198.7	181	https://www.orthodb.org/v10?query=391384at4751	Exosome complex component RRP4
392558at4751	Complete	H9P43_002269-T1	71.9	123	https://www.orthodb.org/v10?query=392558at4751	ESCRT-II complex, vps25 subunit
393440at4751	Complete	H9P43_003119-T1	85.7	93	https://www.orthodb.org/v10?query=393440at4751	K Homology domain, type 1
393996at4751	Complete	H9P43_003820-T1	251.2	144	https://www.orthodb.org/v10?query=393996at4751	Ribosomal protein L5
396097at4751	Complete	H9P43_002299-T1	177.4	352	https://www.orthodb.org/v10?query=396097at4751	AVL9/DENND6 domain
396330at4751	Complete	H9P43_005468-T1	194.4	148	https://www.orthodb.org/v10?query=396330at4751	UPF0016-domain-containing protein
396842at4751	Complete	H9P43_006296-T1	264.4	204	https://www.orthodb.org/v10?query=396842at4751	18S rRNA (Guanine(1575)-N(7))-methyltransferase
397465at4751	Complete	H9P43_001355-T1	122.9	114	https://www.orthodb.org/v10?query=397465at4751	Vacuolar protein sorting-associated protein 28
398519at4751	Complete	H9P43_004031-T1	141.5	196	https://www.orthodb.org/v10?query=398519at4751	chromatin associated protein KTI12
398592at4751	Complete	H9P43_008278-T1	254.4	364	https://www.orthodb.org/v10?query=398592at4751	NUC153
398882at4751	Complete	H9P43_008691-T1	172.1	126	https://www.orthodb.org/v10?query=398882at4751	Ubiquitin-conjugating enzyme E2 8
398968at4751	Complete	H9P43_005948-T1	100.0	87	https://www.orthodb.org/v10?query=398968at4751	Trafficking protein particle complex subunit BET3
399376at4751	Complete	H9P43_000917-T1	94.4	128	https://www.orthodb.org/v10?query=399376at4751	Ribosome biogenesis protein BRX1
399413at4751	Complete	H9P43_004569-T1	176.1	153	https://www.orthodb.org/v10?query=399413at4751	riboflavin synthase, alpha subunit
399810at4751	Complete	H9P43_001503-T1	115.0	124	https://www.orthodb.org/v10?query=399810at4751	GOLD domain
401387at4751	Complete	H9P43_009833-T1	234.7	223	https://www.orthodb.org/v10?query=401387at4751	phosphopantothenate-cysteine ligase
402005at4751	Complete	H9P43_001567-T1	122.6	130	https://www.orthodb.org/v10?query=402005at4751	Protein RER1
402255at4751	Complete	H9P43_009360-T1	249.2	186	https://www.orthodb.org/v10?query=402255at4751	F-actin capping protein beta subunit
403079at4751	Complete	H9P43_009007-T1	327.4	196	https://www.orthodb.org/v10?query=403079at4751	Vacuolar ATP synthase subunit D
404050at4751	Complete	H9P43_001482-T1	267.4	338	https://www.orthodb.org/v10?query=404050at4751	DNA polymerase alpha/epsilon, subunit B
405669at4751	Complete	H9P43_005626-T1	213.7	236	https://www.orthodb.org/v10?query=405669at4751	Leucine-rich repeat
405898at4751	Complete	H9P43_004089-T1	269.9	298	https://www.orthodb.org/v10?query=405898at4751	U4/U6 small nuclear ribonucleoprotein Prp3
406240at4751	Complete	H9P43_007355-T1	100.1	135	https://www.orthodb.org/v10?query=406240at4751	RNA polymerase Rpb7-like, N-terminal domain superfamily
406403at4751	Complete	H9P43_009817-T1	140.3	159	https://www.orthodb.org/v10?query=406403at4751	septum formation protein Maf
406434at4751	Duplicated	H9P43_005594-T1	87.1	122	https://www.orthodb.org/v10?query=406434at4751	EB1, C-terminal
406434at4751	Duplicated	H9P43_004247-T1	79.8	108	https://www.orthodb.org/v10?query=406434at4751	EB1, C-terminal
406793at4751	Complete	H9P43_004245-T1	121.6	58	https://www.orthodb.org/v10?query=406793at4751	40S ribosomal protein S11
407348at4751	Complete	H9P43_003315-T1	138.3	165	https://www.orthodb.org/v10?query=407348at4751	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82
408391at4751	Complete	H9P43_007918-T1	82.2	143	https://www.orthodb.org/v10?query=408391at4751	Translocation protein sec66
408419at4751	Missing
409761at4751	Complete	H9P43_001420-T1	39.7	206	https://www.orthodb.org/v10?query=409761at4751	Coatomer subunit epsilon
410458at4751	Complete	H9P43_000923-T1	183.7	141	https://www.orthodb.org/v10?query=410458at4751	RNA-binding S4 domain
410782at4751	Complete	H9P43_009330-T1	225.6	225	https://www.orthodb.org/v10?query=410782at4751	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
410986at4751	Complete	H9P43_008462-T1	228.3	178	https://www.orthodb.org/v10?query=410986at4751	PIN domain
410991at4751	Missing
411130at4751	Complete	H9P43_007980-T1	207.4	157	https://www.orthodb.org/v10?query=411130at4751	Snf7 family
411471at4751	Complete	H9P43_010007-T1	188.7	277	https://www.orthodb.org/v10?query=411471at4751	phosphatidylinositol glycan, class U
411518at4751	Complete	H9P43_000158-T1	117.5	268	https://www.orthodb.org/v10?query=411518at4751	Low-temperature viability protein ltv1
411677at4751	Complete	H9P43_004943-T1	115.3	96	https://www.orthodb.org/v10?query=411677at4751	Rho GDP-dissociation inhibitor
411754at4751	Complete	H9P43_003654-T1	241.7	173	https://www.orthodb.org/v10?query=411754at4751	Splicing factor U2AF 23 kDa subunit
411919at4751	Complete	H9P43_009210-T1	78.7	166	https://www.orthodb.org/v10?query=411919at4751	Endoplasmic reticulum vesicle transporter, C-terminal
412006at4751	Complete	H9P43_001877-T1	197.6	146	https://www.orthodb.org/v10?query=412006at4751	60S ribosome subunit biogenesis protein NIP7
413850at4751	Complete	H9P43_000388-T1	115.6	151	https://www.orthodb.org/v10?query=413850at4751	mitochondrial glyco protein
414474at4751	Complete	H9P43_003210-T1	111.7	162	https://www.orthodb.org/v10?query=414474at4751	Golgi SNAP receptor complex member 1
414508at4751	Complete	H9P43_009902-T1	104.5	140	https://www.orthodb.org/v10?query=414508at4751	Ubiquinone biosynthesis protein COQ4, mitochondrial
416039at4751	Complete	H9P43_006032-T1	72.1	119	https://www.orthodb.org/v10?query=416039at4751	Presequence translocated-associated motor subunit pam17
416914at4751	Complete	H9P43_004604-T1	296.0	294	https://www.orthodb.org/v10?query=416914at4751	XPC-binding domain
417109at4751	Complete	H9P43_007466-T1	34.1	85	https://www.orthodb.org/v10?query=417109at4751	Mediator of RNA polymerase II transcription subunit 7
417470at4751	Complete	H9P43_001041-T1	130.8	233	https://www.orthodb.org/v10?query=417470at4751	Exocyst complex component EXO84
417746at4751	Complete	H9P43_008901-T1	269.9	229	https://www.orthodb.org/v10?query=417746at4751	Zinc finger, CCCH-type
418242at4751	Complete	H9P43_004234-T1	107.8	158	https://www.orthodb.org/v10?query=418242at4751	Chorismate mutase
418644at4751	Complete	H9P43_000708-T1	207.0	300	https://www.orthodb.org/v10?query=418644at4751	NEDD8-activating enzyme E1 regulatory subunit
418680at4751	Complete	H9P43_003438-T1	150.6	182	https://www.orthodb.org/v10?query=418680at4751	Exosome complex exonuclease RRP41
419048at4751	Complete	H9P43_007981-T1	130.4	119	https://www.orthodb.org/v10?query=419048at4751	Synaptobrevin
419200at4751	Missing
419232at4751	Complete	H9P43_007013-T1	122.4	226	https://www.orthodb.org/v10?query=419232at4751	Nse4/EID family
419667at4751	Complete	H9P43_001927-T1	113.1	109	https://www.orthodb.org/v10?query=419667at4751	Peptidyl-prolyl cis-trans isomerase
419868at4751	Complete	H9P43_001260-T1	178.4	119	https://www.orthodb.org/v10?query=419868at4751	Ribosomal protein S13/S15, N-terminal
420414at4751	Missing
420527at4751	Complete	H9P43_007468-T1	122.8	163	https://www.orthodb.org/v10?query=420527at4751	SEP domain
421097at4751	Complete	H9P43_002641-T1	125.7	124	https://www.orthodb.org/v10?query=421097at4751	Acyl-CoA N-acyltransferase
421687at4751	Complete	H9P43_003497-T1	57.1	233	https://www.orthodb.org/v10?query=421687at4751	putative amino-acid N-acetyltransferase subunit Mak10
422151at4751	Complete	H9P43_000826-T1	205.0	120	https://www.orthodb.org/v10?query=422151at4751	Ubiquitin-conjugating enzyme E2 2
422622at4751	Complete	H9P43_002900-T1	143.1	126	https://www.orthodb.org/v10?query=422622at4751	prefoldin, alpha subunit
422764at4751	Missing
423166at4751	Complete	H9P43_001108-T1	136.6	75	https://www.orthodb.org/v10?query=423166at4751	Ribosomal protein L14P
423206at4751	Complete	H9P43_003039-T1	89.8	60	https://www.orthodb.org/v10?query=423206at4751	Nuclear cap-binding protein subunit 2
427250at4751	Missing
428342at4751	Complete	H9P43_007048-T1	188.5	119	https://www.orthodb.org/v10?query=428342at4751	Ribosomal protein S19
428569at4751	Complete	H9P43_002689-T1	143.5	157	https://www.orthodb.org/v10?query=428569at4751	Vacuolar protein sorting-associated protein 29
428774at4751	Complete	H9P43_010166-T1	190.5	167	https://www.orthodb.org/v10?query=428774at4751	Proteasome subunit beta type
428984at4751	Complete	H9P43_003927-T1	313.4	349	https://www.orthodb.org/v10?query=428984at4751	BRCT domain
429332at4751	Complete	H9P43_003092-T1	126.9	117	https://www.orthodb.org/v10?query=429332at4751	RNA polymerase III, subunit Rpc25
429862at4751	Missing
430556at4751	Fragmented	H9P43_008793-T1	43.8	305	https://www.orthodb.org/v10?query=430556at4751	Nucleoporin NUP88/NUP82
431195at4751	Missing
431607at4751	Complete	H9P43_003591-T1	100.7	118	https://www.orthodb.org/v10?query=431607at4751	Translation machinery-associated protein 20
432952at4751	Complete	H9P43_007280-T1	101.4	146	https://www.orthodb.org/v10?query=432952at4751	Vacuolar-sorting protein SNF7
433181at4751	Missing
433384at4751	Complete	H9P43_006404-T1	37.6	70	https://www.orthodb.org/v10?query=433384at4751	Ran-interacting Mog1 protein
434428at4751	Complete	H9P43_007904-T1	258.2	152	https://www.orthodb.org/v10?query=434428at4751	Actin-related protein 2/3 complex subunit 4
434500at4751	Complete	H9P43_004797-T1	195.8	201	https://www.orthodb.org/v10?query=434500at4751	Leucine-rich repeat
434984at4751	Complete	H9P43_002840-T1	88.8	128	https://www.orthodb.org/v10?query=434984at4751	U3 small nucleolar RNA-associated protein 11
435317at4751	Missing
435471at4751	Complete	H9P43_004164-T1	75.7	91	https://www.orthodb.org/v10?query=435471at4751	NAD(P)H-hydrate epimerase
435767at4751	Complete	H9P43_004838-T1	295.0	197	https://www.orthodb.org/v10?query=435767at4751	Ribosomal RNA small subunit methyltransferase NEP1
436872at4751	Complete	H9P43_001081-T1	140.1	123	https://www.orthodb.org/v10?query=436872at4751	Actin-related protein 2/3 complex subunit 3
437914at4751	Complete	H9P43_008865-T1	196.2	150	https://www.orthodb.org/v10?query=437914at4751	Zinc finger C2H2 superfamily
438274at4751	Complete	H9P43_003788-T1	147.4	160	https://www.orthodb.org/v10?query=438274at4751	ERF1 methyltransferase catalytic subunit MTQ2
438731at4751	Complete	H9P43_003586-T1	90.1	58	https://www.orthodb.org/v10?query=438731at4751	LSM domain, eukaryotic/archaea-type
438861at4751	Complete	H9P43_001444-T1	85.3	135	https://www.orthodb.org/v10?query=438861at4751	OPI10 family
439490at4751	Complete	H9P43_006546-T1	108.6	109	https://www.orthodb.org/v10?query=439490at4751	GrpE nucleotide exchange factor
440401at4751	Complete	H9P43_004132-T1	67.0	102	https://www.orthodb.org/v10?query=440401at4751	CAP Gly-rich domain
441586at4751	Missing
443595at4751	Complete	H9P43_004361-T1	51.7	62	https://www.orthodb.org/v10?query=443595at4751	snare-like protein
444174at4751	Complete	H9P43_003947-T1	65.6	57	https://www.orthodb.org/v10?query=444174at4751	Cell cycle control protein cwf14
444399at4751	Complete	H9P43_007641-T1	103.6	94	https://www.orthodb.org/v10?query=444399at4751	ribosomal protein L14
444602at4751	Complete	H9P43_003209-T1	91.4	83	https://www.orthodb.org/v10?query=444602at4751	ER membrane protein complex subunit 4
444892at4751	Complete	H9P43_001039-T1	43.9	112	https://www.orthodb.org/v10?query=444892at4751	Cytoplasmic tRNA 2-thiolation protein 2
445210at4751	Complete	H9P43_003637-T1	53.4	22	https://www.orthodb.org/v10?query=445210at4751	Transcription factor IIA, alpha/beta subunit
445401at4751	Complete	H9P43_000795-T1	215.3	153	https://www.orthodb.org/v10?query=445401at4751	V-ATPase proteolipid subunit
445954at4751	Complete	H9P43_008203-T1	101.1	56	https://www.orthodb.org/v10?query=445954at4751	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
446124at4751	Complete	H9P43_008516-T1	109.4	103	https://www.orthodb.org/v10?query=446124at4751	ribosomal protein L11
447112at4751	Missing
447424at4751	Complete	H9P43_005823-T1	230.1	227	https://www.orthodb.org/v10?query=447424at4751	Yif1 family
449717at4751	Complete	H9P43_009249-T1	305.1	255	https://www.orthodb.org/v10?query=449717at4751	Protein YIP
449803at4751	Complete	H9P43_000384-T1	193.6	182	https://www.orthodb.org/v10?query=449803at4751	Dephospho-CoA kinase
451032at4751	Complete	H9P43_004217-T1	147.7	102	https://www.orthodb.org/v10?query=451032at4751	MIP18 family-like
451701at4751	Complete	H9P43_001763-T1	90.1	176	https://www.orthodb.org/v10?query=451701at4751	Mitochondrial ATPase complex subunit ATP10
451811at4751	Complete	H9P43_001762-T1	102.7	187	https://www.orthodb.org/v10?query=451811at4751	Mitochondrial distribution and morphology protein 10
451849at4751	Complete	H9P43_001314-T1	103.1	226	https://www.orthodb.org/v10?query=451849at4751	Pre-mRNA-splicing factor SLU7
452573at4751	Complete	H9P43_002322-T1	87.4	74	https://www.orthodb.org/v10?query=452573at4751	histone-fold-containing protein
452692at4751	Complete	H9P43_002467-T1	89.9	98	https://www.orthodb.org/v10?query=452692at4751	Protein GET1
452759at4751	Complete	H9P43_000873-T1	134.2	97	https://www.orthodb.org/v10?query=452759at4751	Translation initiation factor 1A (eIF-1A)
452947at4751	Complete	H9P43_001159-T1	119.2	137	https://www.orthodb.org/v10?query=452947at4751	Fe-S cluster assembly protein DRE2
453693at4751	Complete	H9P43_007880-T1	172.7	114	https://www.orthodb.org/v10?query=453693at4751	Ribosomal protein L23/L15e core domain superfamily
453909at4751	Complete	H9P43_010099-T1	142.3	175	https://www.orthodb.org/v10?query=453909at4751	Histidine protein methyltransferase 1
454746at4751	Complete	H9P43_000682-T1	31.5	37	https://www.orthodb.org/v10?query=454746at4751	SNF7 family protein
454840at4751	Complete	H9P43_004357-T1	147.5	178	https://www.orthodb.org/v10?query=454840at4751	Type 2A phosphatase activator TIP41
455110at4751	Complete	H9P43_006351-T1	77.9	63	https://www.orthodb.org/v10?query=455110at4751	Iron-sulfur cluster assembly protein
456963at4751	Fragmented	H9P43_004208-T1	71.7	77	https://www.orthodb.org/v10?query=456963at4751	Multiprotein-bridging factor 1
457161at4751	Complete	H9P43_005870-T1	193.7	175	https://www.orthodb.org/v10?query=457161at4751	Zinc finger, CCCH-type
