# BUSCO version is: 5.3.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-08-05, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
327672at4751	Fragmented	c_be_22_4	483014	483390	+	71.8	89	https://www.orthodb.org/v10?query=327672at4751	CDK-activating kinase assembly factor MAT1
327748at4751	Complete	c_be_22_1	3453146	3454621	+	273.8	268	https://www.orthodb.org/v10?query=327748at4751	Zinc finger, RING/FYVE/PHD-type
327884at4751	Complete	c_be_22_4	1278831	1279887	-	332.7	230	https://www.orthodb.org/v10?query=327884at4751	60S acidic ribosomal protein P0
329067at4751	Fragmented	c_be_22_1	3474266	3475555	+	107.0	199	https://www.orthodb.org/v10?query=329067at4751	Anaphase-promoting complex subunit 2
330533at4751	Complete	c_be_22_1	5113355	5114993	-	204.2	260	https://www.orthodb.org/v10?query=330533at4751	Xaa-pro dipeptidase app
330551at4751	Fragmented	c_be_22_2	2690779	2691971	-	175.0	185	https://www.orthodb.org/v10?query=330551at4751	Rab proteins geranylgeranyltransferase
330629at4751	Missing
330815at4751	Complete	c_be_22_15	69691	70578	+	310.3	232	https://www.orthodb.org/v10?query=330815at4751	Translation initiation factor 2, alpha subunit
330949at4751	Complete	c_be_22_2	958113	959582	-	355.2	288	https://www.orthodb.org/v10?query=330949at4751	tRNA pseudouridine synthase
331022at4751	Complete	c_be_22_6	1186461	1187411	-	99.9	128	https://www.orthodb.org/v10?query=331022at4751	P-loop containing nucleoside triphosphate hydrolase protein
331763at4751	Complete	c_be_22_14	307084	307863	-	380.0	200	https://www.orthodb.org/v10?query=331763at4751	Ribosomal protein S5
332006at4751	Fragmented	c_be_22_1	3827418	3828307	-	163.9	155	https://www.orthodb.org/v10?query=332006at4751	SURF1-like protein
332036at4751	Complete	c_be_22_1	1240506	1241414	-	298.3	203	https://www.orthodb.org/v10?query=332036at4751	GPN-loop GTPase
332416at4751	Missing
332876at4751	Complete	c_be_22_4	1808715	1810376	+	442.5	405	https://www.orthodb.org/v10?query=332876at4751	WD40/YVTN repeat-like-containing domain superfamily
332891at4751	Complete	c_be_22_12	1335944	1337458	+	367.0	314	https://www.orthodb.org/v10?query=332891at4751	Glycerol
334424at4751	Complete	c_be_22_1	1277412	1278344	-	263.9	166	https://www.orthodb.org/v10?query=334424at4751	rRNA adenine N(6)-methyltransferase
335237at4751	Complete	c_be_22_11	1388974	1390516	+	329.7	254	https://www.orthodb.org/v10?query=335237at4751	P-loop containing nucleoside triphosphate hydrolase protein
335719at4751	Missing
336181at4751	Complete	c_be_22_4	2187870	2188751	+	219.5	212	https://www.orthodb.org/v10?query=336181at4751	Adenosine kinase
336187at4751	Missing
337150at4751	Missing
337917at4751	Missing
338301at4751	Complete	c_be_22_1	3454928	3455507	-	83.0	101	https://www.orthodb.org/v10?query=338301at4751	37S ribosomal protein S25, mitochondrial
338808at4751	Complete	c_be_22_2	57797	59053	-	297.7	240	https://www.orthodb.org/v10?query=338808at4751	Golgi phosphoprotein 3-like
339525at4751	Complete	c_be_22_18	34708	35835	+	231.6	228	https://www.orthodb.org/v10?query=339525at4751	Aminomethyltransferase
342642at4751	Complete	c_be_22_2	972110	973159	-	337.0	271	https://www.orthodb.org/v10?query=342642at4751	Dihydroorotase
343196at4751	Missing
343603at4751	Complete	c_be_22_2	2664641	2665575	+	245.2	230	https://www.orthodb.org/v10?query=343603at4751	Very-long-chain 3-oxoacyl-CoA reductase
343623at4751	Complete	c_be_22_10	1088338	1088988	+	83.6	99	https://www.orthodb.org/v10?query=343623at4751	Nucleolar protein 16
343717at4751	Missing
344553at4751	Complete	c_be_22_10	512483	513565	+	143.9	138	https://www.orthodb.org/v10?query=344553at4751	Ubiquitin fusion degradation protein 1
345661at4751	Missing
348020at4751	Missing
348111at4751	Complete	c_be_22_3	2009331	2010221	-	287.5	249	https://www.orthodb.org/v10?query=348111at4751	Ribosomal protein L2
349264at4751	Complete	c_be_22_2	1214059	1214975	+	265.0	168	https://www.orthodb.org/v10?query=349264at4751	Proteasome subunit beta type
350840at4751	Complete	c_be_22_1	2645050	2645718	-	105.8	116	https://www.orthodb.org/v10?query=350840at4751	Isopentenyl-diphosphate delta-isomerase
351351at4751	Complete	c_be_22_15	949453	950847	+	282.6	344	https://www.orthodb.org/v10?query=351351at4751	Mannosyltransferase
351482at4751	Complete	c_be_22_3	171316	172035	+	421.3	237	https://www.orthodb.org/v10?query=351482at4751	Prohibitin-2
351646at4751	Complete	c_be_22_16	215708	216554	-	109.2	123	https://www.orthodb.org/v10?query=351646at4751	25S rRNA (uridine-N(3))-methyltransferase
351651at4751	Complete	c_be_22_1	1248046	1249451	-	252.5	233	https://www.orthodb.org/v10?query=351651at4751	Chitobiosyldiphosphodolichol beta-mannosyltransferase
351849at4751	Complete	c_be_22_7	725873	726613	-	172.8	165	https://www.orthodb.org/v10?query=351849at4751	Ribosome assembly factor mrt4
351858at4751	Duplicated	c_be_22_2	1010530	1011246	+	327.2	201	https://www.orthodb.org/v10?query=351858at4751	Eukaryotic translation initiation factor 6
351858at4751	Duplicated	c_be_22_2	963709	964425	-	327.2	201	https://www.orthodb.org/v10?query=351858at4751	Eukaryotic translation initiation factor 6
351906at4751	Complete	c_be_22_7	1760418	1761118	+	171.7	143	https://www.orthodb.org/v10?query=351906at4751	ribosomal protein L15
352224at4751	Missing
352999at4751	Complete	c_be_22_1	145328	146030	+	242.2	149	https://www.orthodb.org/v10?query=352999at4751	Small GTPase superfamily
353685at4751	Complete	c_be_22_8	847857	848833	+	161.6	123	https://www.orthodb.org/v10?query=353685at4751	ER membrane protein complex subunit 3
353762at4751	Complete	c_be_22_1	1308717	1309656	-	370.8	273	https://www.orthodb.org/v10?query=353762at4751	Chitin synthase export chaperone
353991at4751	Duplicated	c_be_22_2	898943	900010	-	291.8	263	https://www.orthodb.org/v10?query=353991at4751	DnaJ domain
353991at4751	Duplicated	c_be_22_8	367418	369142	-	266.4	354	https://www.orthodb.org/v10?query=353991at4751	DnaJ domain
354679at4751	Complete	c_be_22_1	3582766	3583651	+	432.7	247	https://www.orthodb.org/v10?query=354679at4751	Cell differentiation protein rcd1
354739at4751	Complete	c_be_22_1	3155889	3156560	+	194.7	187	https://www.orthodb.org/v10?query=354739at4751	Ribosomal protein L5
354778at4751	Duplicated	c_be_22_3	2631238	2632473	-	379.6	294	https://www.orthodb.org/v10?query=354778at4751	Diphosphomevalonate decarboxylase
354778at4751	Duplicated	c_be_22_12	1439483	1440706	-	377.9	293	https://www.orthodb.org/v10?query=354778at4751	Diphosphomevalonate decarboxylase
354913at4751	Complete	c_be_22_1	1325852	1326597	+	222.1	179	https://www.orthodb.org/v10?query=354913at4751	von Willebrand factor A-like domain superfamily
355454at4751	Fragmented	c_be_22_4	235978	237234	+	207.6	209	https://www.orthodb.org/v10?query=355454at4751	Iron hydrogenase
355525at4751	Complete	c_be_22_6	731377	732459	-	309.8	312	https://www.orthodb.org/v10?query=355525at4751	Leucine-rich repeat
355781at4751	Complete	c_be_22_5	508667	509835	+	128.9	157	https://www.orthodb.org/v10?query=355781at4751	GTP cyclohydrolase 1 type 2/Nif3
356079at4751	Complete	c_be_22_3	652769	653802	-	149.0	192	https://www.orthodb.org/v10?query=356079at4751	DNA glycosylase
356691at4751	Missing
356743at4751	Complete	c_be_22_10	622929	623576	+	289.5	174	https://www.orthodb.org/v10?query=356743at4751	Ribosomal protein
357182at4751	Complete	c_be_22_1	3215389	3216875	+	269.4	296	https://www.orthodb.org/v10?query=357182at4751	DNA primase large subunit
357584at4751	Complete	c_be_22_5	246815	247837	-	185.0	225	https://www.orthodb.org/v10?query=357584at4751	Metal-dependent protein hydrolase
358012at4751	Missing
358118at4751	Complete	c_be_22_1	1058638	1060056	-	366.7	285	https://www.orthodb.org/v10?query=358118at4751	Splicing factor 3B subunit 2
359271at4751	Complete	c_be_22_5	807974	809353	+	290.8	338	https://www.orthodb.org/v10?query=359271at4751	Membrane protein TMS1
359482at4751	Complete	c_be_22_14	521284	521739	+	160.2	119	https://www.orthodb.org/v10?query=359482at4751	vesicle transporter SEC22
359627at4751	Complete	c_be_22_1	1629679	1630290	+	196.5	160	https://www.orthodb.org/v10?query=359627at4751	Trafficking protein particle complex subunit
360800at4751	Missing
361877at4751	Missing
362218at4751	Complete	c_be_22_1	170760	172446	-	142.5	200	https://www.orthodb.org/v10?query=362218at4751	Nop domain
362250at4751	Complete	c_be_22_5	888018	888641	+	123.2	175	https://www.orthodb.org/v10?query=362250at4751	Bax inhibitor 1-related
362322at4751	Complete	c_be_22_12	1159663	1160467	-	88.4	104	https://www.orthodb.org/v10?query=362322at4751	RNA cap guanine-N2 methyltransferase
362601at4751	Complete	c_be_22_5	348338	350002	-	536.4	457	https://www.orthodb.org/v10?query=362601at4751	Oxoglutarate/iron-dependent dioxygenase
363593at4751	Missing
364123at4751	Complete	c_be_22_1	3515980	3517453	+	262.8	241	https://www.orthodb.org/v10?query=364123at4751	26S Proteasome non-ATPase regulatory subunit 6
364284at4751	Complete	c_be_22_3	2144549	2145929	-	351.3	317	https://www.orthodb.org/v10?query=364284at4751	Amidase
365270at4751	Missing
366595at4751	Complete	c_be_22_9	854415	855235	-	191.5	160	https://www.orthodb.org/v10?query=366595at4751	Dolichol-phosphate mannosyltransferase
366597at4751	Missing
366635at4751	Complete	c_be_22_11	823726	824403	-	207.0	153	https://www.orthodb.org/v10?query=366635at4751	Matrin/U1-C-like, C2H2-type zinc finger
367778at4751	Complete	c_be_22_3	1646645	1647467	-	260.4	186	https://www.orthodb.org/v10?query=367778at4751	Acetolactate synthase
368706at4751	Complete	c_be_22_3	420870	421585	-	232.2	179	https://www.orthodb.org/v10?query=368706at4751	Proteasome subunit beta
369435at4751	Complete	c_be_22_1	4480906	4481631	+	172.5	171	https://www.orthodb.org/v10?query=369435at4751	Triosephosphate isomerase
370505at4751	Complete	c_be_22_15	358058	359009	-	471.3	282	https://www.orthodb.org/v10?query=370505at4751	Phosphoribosylaminoimidazole-succinocarboxamide synthase
370952at4751	Complete	c_be_22_4	234499	235176	-	315.6	179	https://www.orthodb.org/v10?query=370952at4751	Ribosomal protein S3
371481at4751	Complete	c_be_22_10	371003	371825	-	185.6	150	https://www.orthodb.org/v10?query=371481at4751	Ribosome maturation protein SBDS, N-terminal
371674at4751	Complete	c_be_22_15	227729	229258	-	172.2	200	https://www.orthodb.org/v10?query=371674at4751	UPF0103-domain-containing protein
371862at4751	Missing
372381at4751	Fragmented	c_be_22_8	1582385	1583462	-	182.8	207	https://www.orthodb.org/v10?query=372381at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
372510at4751	Complete	c_be_22_14	539954	540989	-	154.3	187	https://www.orthodb.org/v10?query=372510at4751	transcription factor Tfb4
372972at4751	Complete	c_be_22_13	438745	439452	-	153.6	95	https://www.orthodb.org/v10?query=372972at4751	tRNA (guanine-N(7)-)-methyltransferase
374350at4751	Missing
374548at4751	Complete	c_be_22_1	1513433	1514008	-	126.1	130	https://www.orthodb.org/v10?query=374548at4751	SGS domain
376255at4751	Complete	c_be_22_4	638003	638962	-	167.1	191	https://www.orthodb.org/v10?query=376255at4751	Transcription elongation factor S-II
376442at4751	Missing
376539at4751	Fragmented	c_be_22_2	1720302	1722311	+	203.5	306	https://www.orthodb.org/v10?query=376539at4751	Ribosome biogenesis protein Kri1
376586at4751	Complete	c_be_22_1	2699623	2700466	-	216.7	166	https://www.orthodb.org/v10?query=376586at4751	Deoxycytidylate deaminase
377787at4751	Complete	c_be_22_1	1313775	1314590	-	283.1	164	https://www.orthodb.org/v10?query=377787at4751	Ribosomal protein S7 domain
378256at4751	Missing
378281at4751	Complete	c_be_22_3	1181879	1182646	+	179.0	187	https://www.orthodb.org/v10?query=378281at4751	Ribosomal protein L3
378295at4751	Fragmented	c_be_22_1	2408554	2409094	-	93.5	144	https://www.orthodb.org/v10?query=378295at4751	Exosome complex component RRP43
378376at4751	Missing
378430at4751	Complete	c_be_22_1	4551176	4552405	+	275.5	222	https://www.orthodb.org/v10?query=378430at4751	Serine/threonine-protein kinase RIO1
378436at4751	Fragmented	c_be_22_4	2461996	2463159	-	78.3	266	https://www.orthodb.org/v10?query=378436at4751	Signal recognition particle subunit SRP68
379525at4751	Complete	c_be_22_5	66335	66883	+	100.9	121	https://www.orthodb.org/v10?query=379525at4751	coatomer zeta subunit
382001at4751	Complete	c_be_22_1	2267163	2268275	+	188.0	182	https://www.orthodb.org/v10?query=382001at4751	syntaxin 5
383007at4751	Missing
384156at4751	Complete	c_be_22_4	1040351	1041136	+	158.6	180	https://www.orthodb.org/v10?query=384156at4751	ATP synthase subunit gamma
384315at4751	Complete	c_be_22_3	1365452	1366183	-	201.9	160	https://www.orthodb.org/v10?query=384315at4751	Proteasome subunit beta type
385139at4751	Complete	c_be_22_10	52785	53348	+	247.6	171	https://www.orthodb.org/v10?query=385139at4751	Proteasome subunit beta type
385343at4751	Complete	c_be_22_5	993820	994512	+	224.6	176	https://www.orthodb.org/v10?query=385343at4751	GTP cyclohydrolase II
385564at4751	Complete	c_be_22_6	1912336	1913172	+	286.6	208	https://www.orthodb.org/v10?query=385564at4751	WD40-repeat-containing domain
385971at4751	Complete	c_be_22_1	3811636	3812614	-	81.9	114	https://www.orthodb.org/v10?query=385971at4751	Ribonuclease
386220at4751	Complete	c_be_22_10	273013	273597	-	218.4	153	https://www.orthodb.org/v10?query=386220at4751	Pre-rRNA-processing protein PNO1
386245at4751	Complete	c_be_22_3	616194	617192	+	136.2	218	https://www.orthodb.org/v10?query=386245at4751	Origin recognition complex subunit 2
387347at4751	Complete	c_be_22_1	4974511	4974909	+	130.2	103	https://www.orthodb.org/v10?query=387347at4751	Exosome complex component CSL4
387759at4751	Complete	c_be_22_1	2904513	2905205	-	183.6	164	https://www.orthodb.org/v10?query=387759at4751	Mitochondrial inner membrane protease ATP23
388229at4751	Complete	c_be_22_18	12586	13444	+	147.6	139	https://www.orthodb.org/v10?query=388229at4751	RNA polymerase, Rpb5, N-terminal
389034at4751	Complete	c_be_22_6	576365	577447	+	301.3	180	https://www.orthodb.org/v10?query=389034at4751	rRNA 2'-O-methyltransferase fibrillarin
389547at4751	Complete	c_be_22_11	281970	282568	+	98.3	92	https://www.orthodb.org/v10?query=389547at4751	Pre-mRNA-splicing factor slt11
389565at4751	Complete	c_be_22_6	1544634	1545452	-	405.6	243	https://www.orthodb.org/v10?query=389565at4751	Cytochrome c-like domain
390518at4751	Complete	c_be_22_12	1369849	1370745	+	346.8	238	https://www.orthodb.org/v10?query=390518at4751	26S proteasome regulatory subunit rpn-8
391384at4751	Complete	c_be_22_12	92569	93426	-	199.5	182	https://www.orthodb.org/v10?query=391384at4751	Exosome complex component RRP4
392558at4751	Fragmented	c_be_22_2	997312	997873	+	63.7	73	https://www.orthodb.org/v10?query=392558at4751	ESCRT-II complex, vps25 subunit
393440at4751	Complete	c_be_22_3	805397	805861	+	85.7	83	https://www.orthodb.org/v10?query=393440at4751	K Homology domain, type 1
393996at4751	Complete	c_be_22_4	249558	250073	-	251.3	144	https://www.orthodb.org/v10?query=393996at4751	Ribosomal protein L5
396097at4751	Complete	c_be_22_2	1097114	1098891	+	160.0	329	https://www.orthodb.org/v10?query=396097at4751	AVL9/DENND6 domain
396330at4751	Complete	c_be_22_6	472674	473425	-	194.9	207	https://www.orthodb.org/v10?query=396330at4751	UPF0016-domain-containing protein
396842at4751	Complete	c_be_22_7	1050370	1051194	-	249.8	194	https://www.orthodb.org/v10?query=396842at4751	18S rRNA (Guanine(1575)-N(7))-methyltransferase
397465at4751	Complete	c_be_22_1	3580944	3581596	+	123.1	114	https://www.orthodb.org/v10?query=397465at4751	Vacuolar protein sorting-associated protein 28
398519at4751	Complete	c_be_22_4	869435	870456	+	134.0	197	https://www.orthodb.org/v10?query=398519at4751	chromatin associated protein KTI12
398592at4751	Complete	c_be_22_11	821384	823483	-	255.2	365	https://www.orthodb.org/v10?query=398592at4751	NUC153
398882at4751	Complete	c_be_22_12	612625	613319	+	209.8	124	https://www.orthodb.org/v10?query=398882at4751	Ubiquitin-conjugating enzyme E2 8
398968at4751	Complete	c_be_22_6	1889775	1890444	+	100.7	87	https://www.orthodb.org/v10?query=398968at4751	Trafficking protein particle complex subunit BET3
399376at4751	Complete	c_be_22_1	2468017	2468733	-	96.8	128	https://www.orthodb.org/v10?query=399376at4751	Ribosome biogenesis protein BRX1
399413at4751	Complete	c_be_22_4	2284971	2285708	-	176.1	153	https://www.orthodb.org/v10?query=399413at4751	riboflavin synthase, alpha subunit
399810at4751	Missing
401387at4751	Complete	c_be_22_15	965962	966968	+	265.2	223	https://www.orthodb.org/v10?query=401387at4751	phosphopantothenate-cysteine ligase
402005at4751	Complete	c_be_22_1	4157799	4158412	-	124.8	130	https://www.orthodb.org/v10?query=402005at4751	Protein RER1
402255at4751	Complete	c_be_22_14	628700	629473	-	245.5	184	https://www.orthodb.org/v10?query=402255at4751	F-actin capping protein beta subunit
403079at4751	Complete	c_be_22_13	480622	481368	-	327.4	196	https://www.orthodb.org/v10?query=403079at4751	Vacuolar ATP synthase subunit D
404050at4751	Complete	c_be_22_1	3910851	3912016	-	242.8	305	https://www.orthodb.org/v10?query=404050at4751	DNA polymerase alpha/epsilon, subunit B
405669at4751	Complete	c_be_22_6	920343	921383	+	214.9	229	https://www.orthodb.org/v10?query=405669at4751	Leucine-rich repeat
405898at4751	Complete	c_be_22_4	1016899	1018206	-	270.8	298	https://www.orthodb.org/v10?query=405898at4751	U4/U6 small nuclear ribonucleoprotein Prp3
406240at4751	Complete	c_be_22_9	1285665	1286048	+	78.8	107	https://www.orthodb.org/v10?query=406240at4751	RNA polymerase Rpb7-like, N-terminal domain superfamily
406403at4751	Complete	c_be_22_15	925981	926732	-	120.0	149	https://www.orthodb.org/v10?query=406403at4751	septum formation protein Maf
406434at4751	Complete	c_be_22_6	861144	862165	-	84.6	106	https://www.orthodb.org/v10?query=406434at4751	EB1, C-terminal
406793at4751	Complete	c_be_22_4	1415423	1415955	+	121.6	58	https://www.orthodb.org/v10?query=406793at4751	40S ribosomal protein S11
407348at4751	Complete	c_be_22_3	1372147	1372860	-	127.9	136	https://www.orthodb.org/v10?query=407348at4751	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82
408391at4751	Fragmented	c_be_22_10	1381230	1381595	-	72.0	91	https://www.orthodb.org/v10?query=408391at4751	Translocation protein sec66
408419at4751	Missing
409761at4751	Missing
410458at4751	Complete	c_be_22_1	2477784	2478459	-	158.5	141	https://www.orthodb.org/v10?query=410458at4751	RNA-binding S4 domain
410782at4751	Complete	c_be_22_14	521823	522724	-	209.8	217	https://www.orthodb.org/v10?query=410782at4751	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
410986at4751	Complete	c_be_22_11	1320033	1320720	-	234.1	156	https://www.orthodb.org/v10?query=410986at4751	PIN domain
410991at4751	Missing
411130at4751	Complete	c_be_22_10	1556805	1557301	-	186.5	138	https://www.orthodb.org/v10?query=411130at4751	Snf7 family
411471at4751	Complete	c_be_22_16	437918	439233	-	180.3	250	https://www.orthodb.org/v10?query=411471at4751	phosphatidylinositol glycan, class U
411518at4751	Complete	c_be_22_1	390219	392310	-	117.0	257	https://www.orthodb.org/v10?query=411518at4751	Low-temperature viability protein ltv1
411677at4751	Complete	c_be_22_5	806360	807241	-	73.9	113	https://www.orthodb.org/v10?query=411677at4751	Rho GDP-dissociation inhibitor
411754at4751	Complete	c_be_22_3	2358646	2359244	-	240.8	168	https://www.orthodb.org/v10?query=411754at4751	Splicing factor U2AF 23 kDa subunit
411919at4751	Missing
412006at4751	Complete	c_be_22_1	4973202	4973926	+	199.3	145	https://www.orthodb.org/v10?query=412006at4751	60S ribosome subunit biogenesis protein NIP7
413850at4751	Complete	c_be_22_1	1109031	1109711	-	115.6	152	https://www.orthodb.org/v10?query=413850at4751	mitochondrial glyco protein
414474at4751	Missing
414508at4751	Complete	c_be_22_16	163197	163775	-	105.5	138	https://www.orthodb.org/v10?query=414508at4751	Ubiquinone biosynthesis protein COQ4, mitochondrial
416039at4751	Complete	c_be_22_7	165818	166267	-	71.3	115	https://www.orthodb.org/v10?query=416039at4751	Presequence translocated-associated motor subunit pam17
416914at4751	Missing
417109at4751	Complete	c_be_22_9	1718863	1719429	-	34.7	85	https://www.orthodb.org/v10?query=417109at4751	Mediator of RNA polymerase II transcription subunit 7
417470at4751	Fragmented	c_be_22_1	2798341	2799711	-	113.7	201	https://www.orthodb.org/v10?query=417470at4751	Exocyst complex component EXO84
417746at4751	Complete	c_be_22_12	1365811	1366773	+	270.5	223	https://www.orthodb.org/v10?query=417746at4751	Zinc finger, CCCH-type
418242at4751	Complete	c_be_22_4	1389285	1390335	+	103.5	151	https://www.orthodb.org/v10?query=418242at4751	Chorismate mutase
418644at4751	Complete	c_be_22_1	1920525	1922318	+	199.5	294	https://www.orthodb.org/v10?query=418644at4751	NEDD8-activating enzyme E1 regulatory subunit
418680at4751	Complete	c_be_22_3	1749681	1750390	+	134.4	170	https://www.orthodb.org/v10?query=418680at4751	Exosome complex exonuclease RRP41
419048at4751	Complete	c_be_22_10	1557851	1558418	+	132.9	122	https://www.orthodb.org/v10?query=419048at4751	Synaptobrevin
419200at4751	Missing
419232at4751	Complete	c_be_22_9	92909	93622	-	117.2	181	https://www.orthodb.org/v10?query=419232at4751	Nse4/EID family
419667at4751	Complete	c_be_22_1	5109187	5109633	-	115.7	109	https://www.orthodb.org/v10?query=419667at4751	Peptidyl-prolyl cis-trans isomerase
419868at4751	Fragmented	c_be_22_1	3356996	3357319	-	80.7	62	https://www.orthodb.org/v10?query=419868at4751	Ribosomal protein S13/S15, N-terminal
420414at4751	Missing
420527at4751	Complete	c_be_22_9	1720661	1721517	-	110.1	135	https://www.orthodb.org/v10?query=420527at4751	SEP domain
421097at4751	Complete	c_be_22_2	2175988	2176852	-	112.5	124	https://www.orthodb.org/v10?query=421097at4751	Acyl-CoA N-acyltransferase
421687at4751	Missing
422151at4751	Complete	c_be_22_1	2240244	2240722	-	196.9	120	https://www.orthodb.org/v10?query=422151at4751	Ubiquitin-conjugating enzyme E2 2
422622at4751	Complete	c_be_22_3	174824	175255	-	144.1	126	https://www.orthodb.org/v10?query=422622at4751	prefoldin, alpha subunit
422764at4751	Missing
423166at4751	Complete	c_be_22_1	2965003	2965474	+	136.8	75	https://www.orthodb.org/v10?query=423166at4751	Ribosomal protein L14P
423206at4751	Complete	c_be_22_3	587381	587785	-	91.4	60	https://www.orthodb.org/v10?query=423206at4751	Nuclear cap-binding protein subunit 2
427250at4751	Missing
428342at4751	Complete	c_be_22_9	175609	176043	-	192.5	119	https://www.orthodb.org/v10?query=428342at4751	Ribosomal protein S19
428569at4751	Complete	c_be_22_2	2336654	2337301	-	143.9	157	https://www.orthodb.org/v10?query=428569at4751	Vacuolar protein sorting-associated protein 29
428774at4751	Complete	c_be_22_18	143579	144220	+	185.6	166	https://www.orthodb.org/v10?query=428774at4751	Proteasome subunit beta type
428984at4751	Complete	c_be_22_4	587411	589121	-	286.3	330	https://www.orthodb.org/v10?query=428984at4751	BRCT domain
429332at4751	Complete	c_be_22_3	742587	743384	-	114.3	117	https://www.orthodb.org/v10?query=429332at4751	RNA polymerase III, subunit Rpc25
429862at4751	Missing
430556at4751	Missing
431195at4751	Missing
431607at4751	Complete	c_be_22_3	2156143	2156868	-	96.9	119	https://www.orthodb.org/v10?query=431607at4751	Translation machinery-associated protein 20
432952at4751	Complete	c_be_22_9	999597	1000285	-	95.6	141	https://www.orthodb.org/v10?query=432952at4751	Vacuolar-sorting protein SNF7
433181at4751	Missing
433384at4751	Complete	c_be_22_7	1403413	1403953	+	32.8	65	https://www.orthodb.org/v10?query=433384at4751	Ran-interacting Mog1 protein
434428at4751	Complete	c_be_22_10	1335853	1336408	-	257.8	152	https://www.orthodb.org/v10?query=434428at4751	Actin-related protein 2/3 complex subunit 4
434500at4751	Missing
434984at4751	Complete	c_be_22_2	2793209	2794103	+	89.6	129	https://www.orthodb.org/v10?query=434984at4751	U3 small nucleolar RNA-associated protein 11
435317at4751	Missing
435471at4751	Complete	c_be_22_4	1218118	1218978	-	70.1	92	https://www.orthodb.org/v10?query=435471at4751	NAD(P)H-hydrate epimerase
435767at4751	Complete	c_be_22_5	546895	547716	-	290.6	197	https://www.orthodb.org/v10?query=435767at4751	Ribosomal RNA small subunit methyltransferase NEP1
436872at4751	Complete	c_be_22_1	2905475	2905993	-	141.2	122	https://www.orthodb.org/v10?query=436872at4751	Actin-related protein 2/3 complex subunit 3
437914at4751	Complete	c_be_22_12	1259682	1260271	-	185.5	148	https://www.orthodb.org/v10?query=437914at4751	Zinc finger C2H2 superfamily
438274at4751	Complete	c_be_22_4	144396	145153	+	132.0	160	https://www.orthodb.org/v10?query=438274at4751	ERF1 methyltransferase catalytic subunit MTQ2
438731at4751	Complete	c_be_22_3	2140731	2141196	+	77.7	60	https://www.orthodb.org/v10?query=438731at4751	LSM domain, eukaryotic/archaea-type
438861at4751	Fragmented	c_be_22_1	3820895	3821260	-	44.6	69	https://www.orthodb.org/v10?query=438861at4751	OPI10 family
439490at4751	Complete	c_be_22_7	1851139	1851645	-	109.8	109	https://www.orthodb.org/v10?query=439490at4751	GrpE nucleotide exchange factor
440401at4751	Complete	c_be_22_4	1121995	1122729	+	67.1	102	https://www.orthodb.org/v10?query=440401at4751	CAP Gly-rich domain
441586at4751	Missing
443595at4751	Complete	c_be_22_4	1704025	1704576	-	49.4	62	https://www.orthodb.org/v10?query=443595at4751	snare-like protein
444174at4751	Complete	c_be_22_4	640145	640573	-	66.3	57	https://www.orthodb.org/v10?query=444174at4751	Cell cycle control protein cwf14
444399at4751	Complete	c_be_22_10	534201	534581	-	102.1	93	https://www.orthodb.org/v10?query=444399at4751	ribosomal protein L14
444602at4751	Complete	c_be_22_3	1087153	1087538	-	89.4	81	https://www.orthodb.org/v10?query=444602at4751	ER membrane protein complex subunit 4
444892at4751	Missing
445210at4751	Missing
445401at4751	Complete	c_be_22_1	2145110	2145843	+	215.5	153	https://www.orthodb.org/v10?query=445401at4751	V-ATPase proteolipid subunit
445954at4751	Complete	c_be_22_11	561107	561340	-	103.5	56	https://www.orthodb.org/v10?query=445954at4751	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
446124at4751	Complete	c_be_22_11	1463154	1463585	+	109.5	103	https://www.orthodb.org/v10?query=446124at4751	ribosomal protein L11
447112at4751	Missing
447424at4751	Complete	c_be_22_6	1531710	1532716	+	226.3	220	https://www.orthodb.org/v10?query=447424at4751	Yif1 family
449717at4751	Complete	c_be_22_14	246617	247471	-	297.8	266	https://www.orthodb.org/v10?query=449717at4751	Protein YIP
449803at4751	Complete	c_be_22_1	1103439	1104126	+	192.0	182	https://www.orthodb.org/v10?query=449803at4751	Dephospho-CoA kinase
451032at4751	Complete	c_be_22_4	1348261	1348717	+	148.3	102	https://www.orthodb.org/v10?query=451032at4751	MIP18 family-like
451701at4751	Fragmented	c_be_22_1	4646926	4647604	+	44.7	146	https://www.orthodb.org/v10?query=451701at4751	Mitochondrial ATPase complex subunit ATP10
451811at4751	Missing
451849at4751	Complete	c_be_22_1	3471256	3473041	-	96.9	226	https://www.orthodb.org/v10?query=451849at4751	Pre-mRNA-splicing factor SLU7
452573at4751	Complete	c_be_22_2	1162102	1162522	+	69.4	81	https://www.orthodb.org/v10?query=452573at4751	histone-fold-containing protein
452692at4751	Fragmented	c_be_22_2	1592098	1592647	-	55.7	75	https://www.orthodb.org/v10?query=452692at4751	Protein GET1
